TRANSCRIPT	SEQ1	SEQ2	Ka	Ks	Ka/Ks	PROT_PERCENTID	CDNA_PERCENTID
FBtr0437964	Dvir_S9	Dvir_87	0.0000	0.0000	0.41243	100.00	99.81
FBtr0437964	Dvir_S9	Dlum_LM8	0.0000	0.0000	0.20341	93.82	94.57
FBtr0437964	Dvir_S9	Damr_H5	0.0118	0.0207	0.56896	92.70	94.38
FBtr0437964	Dvir_S9	Damr_ML95	0.0115	0.0350	0.32716	92.70	94.19
FBtr0437964	Dvir_S9	Damr_w11	0.0118	0.0207	0.56896	92.70	93.82
FBtr0437964	Dvir_S9	Dnov_4	0.0085	0.0238	0.35870	93.26	94.38
FBtr0437964	Dvir_S9	Dmon_Col	0.0483	0.1403	0.34399	84.83	89.70
FBtr0437964	Dvir_S9	Dmon_Oul	0.0483	0.1403	0.34399	85.96	89.89
FBtr0437964	Dvir_87	Dlum_LM8	0.0000	0.0000	0.00100	93.82	94.57
FBtr0437964	Dvir_87	Damr_H5	0.0118	0.0207	0.56896	92.70	94.19
FBtr0437964	Dvir_87	Damr_ML95	0.0115	0.0350	0.32716	92.70	94.01
FBtr0437964	Dvir_87	Damr_w11	0.0118	0.0207	0.56896	92.70	93.63
FBtr0437964	Dvir_87	Dnov_4	0.0085	0.0238	0.35870	93.26	94.19
FBtr0437964	Dvir_87	Dmon_Col	0.0483	0.1403	0.34399	84.83	89.51
FBtr0437964	Dvir_87	Dmon_Oul	0.0483	0.1403	0.34399	85.96	89.89
FBtr0437964	Dlum_LM8	Damr_H5	0.0118	0.0207	0.56896	91.01	92.88
FBtr0437964	Dlum_LM8	Damr_ML95	0.0115	0.0350	0.32716	91.01	92.70
FBtr0437964	Dlum_LM8	Damr_w11	0.0118	0.0207	0.56896	91.01	92.32
FBtr0437964	Dlum_LM8	Dnov_4	0.0085	0.0238	0.35870	91.57	92.88
FBtr0437964	Dlum_LM8	Dmon_Col	0.0483	0.1403	0.34399	83.15	87.83
FBtr0437964	Dlum_LM8	Dmon_Oul	0.0483	0.1403	0.34399	84.27	88.58
FBtr0437964	Damr_H5	Damr_ML95	0.0000	0.0146	0.00100	100.00	99.63
FBtr0437964	Damr_H5	Damr_w11	0.0000	0.0000	0.00100	100.00	99.25
FBtr0437964	Damr_H5	Dnov_4	0.0034	0.0000	99.00000	98.88	99.25
FBtr0437964	Damr_H5	Dmon_Col	0.0604	0.1432	0.42184	84.27	91.01
FBtr0437964	Damr_H5	Dmon_Oul	0.0604	0.1432	0.42184	85.39	90.82
FBtr0437964	Damr_ML95	Damr_w11	0.0000	0.0146	0.00100	100.00	98.88
FBtr0437964	Damr_ML95	Dnov_4	0.0029	0.0110	0.26046	98.88	98.88
FBtr0437964	Damr_ML95	Dmon_Col	0.0601	0.1605	0.37434	84.27	90.64
FBtr0437964	Damr_ML95	Dmon_Oul	0.0601	0.1605	0.37434	85.39	90.45
FBtr0437964	Damr_w11	Dnov_4	0.0034	0.0000	99.00000	98.88	99.06
FBtr0437964	Damr_w11	Dmon_Col	0.0604	0.1432	0.42184	84.27	90.45
FBtr0437964	Damr_w11	Dmon_Oul	0.0604	0.1432	0.42184	85.39	90.26
FBtr0437964	Dnov_4	Dmon_Col	0.0568	0.1474	0.38565	85.39	91.20
FBtr0437964	Dnov_4	Dmon_Oul	0.0568	0.1474	0.38565	86.52	91.01
FBtr0437964	Dmon_Col	Dmon_Oul	0.0000	0.0000	0.00100	98.88	98.69
