TRANSCRIPT	SEQ1	SEQ2	Ka	Ks	Ka/Ks	PROT_PERCENTID	CDNA_PERCENTID
FBtr0237650	Damr_H5	Damr_w11	0.0019	0.0296	0.06259	99.42	99.09
FBtr0237650	Damr_H5	Damr_ML95	0.0017	0.0369	0.04480	99.46	98.93
FBtr0237650	Damr_H5	Dnov_4	0.0025	0.0318	0.07764	99.26	98.97
FBtr0237650	Damr_H5	Dlum_LM8	0.0041	0.0437	0.09501	98.47	97.85
FBtr0237650	Damr_H5	Dvir_S9	0.0101	0.1269	0.07989	97.44	96.07
FBtr0237650	Damr_H5	Dvir_87	0.0110	0.1227	0.08938	97.35	96.14
FBtr0237650	Damr_H5	Dmon_Col	0.0184	0.3403	0.05415	94.71	90.16
FBtr0237650	Damr_H5	Dmon_Oul	0.0188	0.3445	0.05469	94.25	90.13
FBtr0237650	Damr_H5	Dmon_Van	0.0197	0.3433	0.05728	94.71	90.08
FBtr0237650	Damr_w11	Damr_ML95	0.0018	0.0304	0.06051	99.63	99.17
FBtr0237650	Damr_w11	Dnov_4	0.0027	0.0278	0.09550	99.42	99.17
FBtr0237650	Damr_w11	Dlum_LM8	0.0039	0.0437	0.09016	98.72	97.96
FBtr0237650	Damr_w11	Dvir_S9	0.0100	0.1314	0.07578	97.60	96.05
FBtr0237650	Damr_w11	Dvir_87	0.0104	0.1277	0.08120	97.56	96.14
FBtr0237650	Damr_w11	Dmon_Col	0.0186	0.3422	0.05441	94.83	90.23
FBtr0237650	Damr_w11	Dmon_Oul	0.0190	0.3464	0.05494	94.38	90.19
FBtr0237650	Damr_w11	Dmon_Van	0.0199	0.3452	0.05752	94.83	90.13
FBtr0237650	Damr_ML95	Dnov_4	0.0016	0.0291	0.05603	99.63	99.17
FBtr0237650	Damr_ML95	Dlum_LM8	0.0037	0.0445	0.08381	98.76	97.95
FBtr0237650	Damr_ML95	Dvir_S9	0.0106	0.1346	0.07846	97.44	95.95
FBtr0237650	Damr_ML95	Dvir_87	0.0110	0.1314	0.08348	97.40	96.03
FBtr0237650	Damr_ML95	Dmon_Col	0.0184	0.3339	0.05512	94.83	90.38
FBtr0237650	Damr_ML95	Dmon_Oul	0.0188	0.3380	0.05567	94.38	90.33
FBtr0237650	Damr_ML95	Dmon_Van	0.0196	0.3369	0.05830	94.83	90.27
FBtr0237650	Dnov_4	Dlum_LM8	0.0041	0.0433	0.09549	98.64	97.95
FBtr0237650	Dnov_4	Dvir_S9	0.0106	0.1315	0.08033	97.44	95.98
FBtr0237650	Dnov_4	Dvir_87	0.0110	0.1277	0.08589	97.35	96.07
FBtr0237650	Dnov_4	Dmon_Col	0.0184	0.3351	0.05502	94.83	90.30
FBtr0237650	Dnov_4	Dmon_Oul	0.0189	0.3392	0.05557	94.42	90.27
FBtr0237650	Dnov_4	Dmon_Van	0.0197	0.3381	0.05819	94.83	90.23
FBtr0237650	Dlum_LM8	Dvir_S9	0.0099	0.1171	0.08445	97.35	95.91
FBtr0237650	Dlum_LM8	Dvir_87	0.0103	0.1125	0.09167	97.31	96.00
FBtr0237650	Dlum_LM8	Dmon_Col	0.0175	0.3210	0.05438	94.67	90.29
FBtr0237650	Dlum_LM8	Dmon_Oul	0.0179	0.3260	0.05483	94.21	90.27
FBtr0237650	Dlum_LM8	Dmon_Van	0.0185	0.3233	0.05719	94.71	90.19
FBtr0237650	Dvir_S9	Dvir_87	0.0010	0.0239	0.04262	99.79	99.32
FBtr0237650	Dvir_S9	Dmon_Col	0.0212	0.3665	0.05791	94.30	89.82
FBtr0237650	Dvir_S9	Dmon_Oul	0.0220	0.3773	0.05838	93.80	89.64
FBtr0237650	Dvir_S9	Dmon_Van	0.0216	0.3728	0.05804	94.21	89.57
FBtr0237650	Dvir_87	Dmon_Col	0.0214	0.3652	0.05862	94.30	89.86
FBtr0237650	Dvir_87	Dmon_Oul	0.0222	0.3732	0.05956	93.76	89.69
FBtr0237650	Dvir_87	Dmon_Van	0.0218	0.3705	0.05895	94.21	89.60
FBtr0237650	Dmon_Col	Dmon_Oul	0.0016	0.0155	0.10310	98.18	97.82
FBtr0237650	Dmon_Col	Dmon_Van	0.0016	0.0139	0.11389	98.10	97.45
FBtr0237650	Dmon_Oul	Dmon_Van	0.0016	0.0130	0.12200	97.48	97.06
