TRANSCRIPT	SEQ1	SEQ2	Ka	Ks	Ka/Ks	PROT_PERCENTID	CDNA_PERCENTID
FBtr0225976	Damr_H5	Damr_ML95	0.0000	0.0000	0.38021	100.00	100.00
FBtr0225976	Damr_H5	Damr_w11	0.0000	0.0103	0.00100	100.00	99.75
FBtr0225976	Damr_H5	Dlum_LM8	0.0001	0.0766	0.00100	100.00	97.96
FBtr0225976	Damr_H5	Dvir_S9	0.0001	0.0878	0.00100	100.00	97.96
FBtr0225976	Damr_H5	Dvir_87	0.0001	0.0878	0.00100	100.00	97.96
FBtr0225976	Damr_H5	Dnov_4	0.0000	0.0179	0.00100	100.00	99.75
FBtr0225976	Damr_H5	Dmon_Col	0.0034	0.1830	0.01840	99.24	96.44
FBtr0225976	Damr_H5	Dmon_Oul	0.0034	0.1830	0.01840	99.24	96.18
FBtr0225976	Damr_H5	Dmon_Van	0.0034	0.1830	0.01840	99.24	96.44
FBtr0225976	Damr_ML95	Damr_w11	0.0000	0.0103	0.00100	100.00	99.75
FBtr0225976	Damr_ML95	Dlum_LM8	0.0001	0.0766	0.00100	100.00	97.96
FBtr0225976	Damr_ML95	Dvir_S9	0.0001	0.0878	0.00100	100.00	97.96
FBtr0225976	Damr_ML95	Dvir_87	0.0001	0.0878	0.00100	100.00	97.96
FBtr0225976	Damr_ML95	Dnov_4	0.0000	0.0177	0.00100	100.00	99.75
FBtr0225976	Damr_ML95	Dmon_Col	0.0034	0.1830	0.01840	99.24	96.44
FBtr0225976	Damr_ML95	Dmon_Oul	0.0034	0.1830	0.01840	99.24	96.18
FBtr0225976	Damr_ML95	Dmon_Van	0.0034	0.1830	0.01840	99.24	96.44
FBtr0225976	Damr_w11	Dlum_LM8	0.0001	0.0878	0.00100	100.00	97.71
FBtr0225976	Damr_w11	Dvir_S9	0.0001	0.0989	0.00100	100.00	97.71
FBtr0225976	Damr_w11	Dvir_87	0.0001	0.0989	0.00100	100.00	97.71
FBtr0225976	Damr_w11	Dnov_4	0.0000	0.0319	0.00100	100.00	99.49
FBtr0225976	Damr_w11	Dmon_Col	0.0034	0.1957	0.01733	99.24	96.18
FBtr0225976	Damr_w11	Dmon_Oul	0.0034	0.1957	0.01733	99.24	95.93
FBtr0225976	Damr_w11	Dmon_Van	0.0034	0.1957	0.01733	99.24	96.18
FBtr0225976	Dlum_LM8	Dvir_S9	0.0000	0.0108	0.00100	100.00	98.98
FBtr0225976	Dlum_LM8	Dvir_87	0.0000	0.0108	0.00100	100.00	98.98
FBtr0225976	Dlum_LM8	Dnov_4	0.0001	0.0549	0.00100	100.00	98.22
FBtr0225976	Dlum_LM8	Dmon_Col	0.0034	0.0999	0.03401	99.24	96.95
FBtr0225976	Dlum_LM8	Dmon_Oul	0.0034	0.0999	0.03401	99.24	96.69
FBtr0225976	Dlum_LM8	Dmon_Van	0.0034	0.0999	0.03401	99.24	96.95
FBtr0225976	Dvir_S9	Dvir_87	0.0000	0.0000	67.25765	100.00	100.00
FBtr0225976	Dvir_S9	Dnov_4	0.0001	0.0660	0.00100	100.00	98.22
FBtr0225976	Dvir_S9	Dmon_Col	0.0034	0.1121	0.03060	99.24	96.95
FBtr0225976	Dvir_S9	Dmon_Oul	0.0034	0.1121	0.03060	99.24	96.69
FBtr0225976	Dvir_S9	Dmon_Van	0.0034	0.1121	0.03060	99.24	96.95
FBtr0225976	Dvir_87	Dnov_4	0.0001	0.0660	0.00100	100.00	98.22
FBtr0225976	Dvir_87	Dmon_Col	0.0034	0.1121	0.03060	99.24	96.95
FBtr0225976	Dvir_87	Dmon_Oul	0.0034	0.1121	0.03060	99.24	96.69
FBtr0225976	Dvir_87	Dmon_Van	0.0034	0.1121	0.03060	99.24	96.95
FBtr0225976	Dnov_4	Dmon_Col	0.0034	0.1612	0.02113	99.24	96.69
FBtr0225976	Dnov_4	Dmon_Oul	0.0034	0.1612	0.02113	99.24	96.44
FBtr0225976	Dnov_4	Dmon_Van	0.0034	0.1612	0.02113	99.24	96.69
FBtr0225976	Dmon_Col	Dmon_Oul	0.0000	0.0000	99.00000	100.00	99.75
FBtr0225976	Dmon_Col	Dmon_Van	0.0000	0.0000	0.00100	100.00	100.00
FBtr0225976	Dmon_Oul	Dmon_Van	0.0000	0.0000	0.00100	100.00	99.75
