TRANSCRIPT	SEQ1	SEQ2	Ka	Ks	Ka/Ks	PROT_PERCENTID	CDNA_PERCENTID
FBtr0236557	Dvir_S9	Dvir_87	0.0009	0.0099	0.09462	99.65	99.31
FBtr0236557	Dvir_S9	Dlum_LM8	0.0009	0.0099	0.09462	98.44	96.82
FBtr0236557	Dvir_S9	Damr_H5	0.0026	0.0407	0.06391	98.44	96.76
FBtr0236557	Dvir_S9	Damr_ML95	0.0025	0.0438	0.05823	98.44	96.88
FBtr0236557	Dvir_S9	Dnov_4	0.0025	0.0439	0.05806	98.44	96.82
FBtr0236557	Dvir_S9	Damr_w11	0.0026	0.0332	0.07917	98.27	96.71
FBtr0236557	Dvir_S9	Dmon_Col	0.0079	0.0563	0.13984	97.05	95.84
FBtr0236557	Dvir_S9	Dmon_Van	0.0079	0.0563	0.13984	97.23	95.96
FBtr0236557	Dvir_S9	Dmon_Oul	0.0079	0.0563	0.13984	97.23	95.90
FBtr0236557	Dvir_87	Dlum_LM8	0.0000	0.0000	0.17587	98.61	97.17
FBtr0236557	Dvir_87	Damr_H5	0.0017	0.0306	0.05509	98.44	96.76
FBtr0236557	Dvir_87	Damr_ML95	0.0016	0.0338	0.04869	98.44	96.88
FBtr0236557	Dvir_87	Dnov_4	0.0016	0.0339	0.04852	98.44	96.82
FBtr0236557	Dvir_87	Damr_w11	0.0017	0.0231	0.07365	98.27	96.65
FBtr0236557	Dvir_87	Dmon_Col	0.0071	0.0601	0.11821	97.23	95.55
FBtr0236557	Dvir_87	Dmon_Van	0.0071	0.0601	0.11821	97.40	95.67
FBtr0236557	Dvir_87	Dmon_Oul	0.0071	0.0601	0.11821	97.40	95.61
FBtr0236557	Dlum_LM8	Damr_H5	0.0017	0.0306	0.05509	98.09	96.24
FBtr0236557	Dlum_LM8	Damr_ML95	0.0016	0.0338	0.04869	98.09	96.36
FBtr0236557	Dlum_LM8	Dnov_4	0.0016	0.0339	0.04852	98.09	96.30
FBtr0236557	Dlum_LM8	Damr_w11	0.0017	0.0231	0.07365	97.92	96.13
FBtr0236557	Dlum_LM8	Dmon_Col	0.0071	0.0601	0.11821	96.53	94.63
FBtr0236557	Dlum_LM8	Dmon_Van	0.0071	0.0601	0.11821	96.71	94.74
FBtr0236557	Dlum_LM8	Dmon_Oul	0.0071	0.0601	0.11821	96.71	94.63
FBtr0236557	Damr_H5	Damr_ML95	0.0000	0.0167	0.00100	100.00	99.65
FBtr0236557	Damr_H5	Dnov_4	0.0000	0.0165	0.00100	100.00	99.65
FBtr0236557	Damr_H5	Damr_w11	0.0000	0.0075	0.00100	99.83	99.48
FBtr0236557	Damr_H5	Dmon_Col	0.0071	0.0902	0.07825	97.05	95.84
FBtr0236557	Damr_H5	Dmon_Van	0.0071	0.0902	0.07825	97.23	95.90
FBtr0236557	Damr_H5	Dmon_Oul	0.0071	0.0902	0.07825	97.23	95.90
FBtr0236557	Damr_ML95	Dnov_4	0.0000	0.0083	0.00100	100.00	99.77
FBtr0236557	Damr_ML95	Damr_w11	0.0000	0.0083	0.00100	99.83	99.42
FBtr0236557	Damr_ML95	Dmon_Col	0.0070	0.0930	0.07508	97.05	95.90
FBtr0236557	Damr_ML95	Dmon_Van	0.0070	0.0930	0.07508	97.23	96.01
FBtr0236557	Damr_ML95	Dmon_Oul	0.0070	0.0930	0.07508	97.23	96.01
FBtr0236557	Dnov_4	Damr_w11	0.0000	0.0083	0.00100	99.83	99.42
FBtr0236557	Dnov_4	Dmon_Col	0.0070	0.0932	0.07488	97.05	95.84
FBtr0236557	Dnov_4	Dmon_Van	0.0070	0.0932	0.07488	97.23	95.90
FBtr0236557	Dnov_4	Dmon_Oul	0.0070	0.0932	0.07488	97.23	95.90
FBtr0236557	Damr_w11	Dmon_Col	0.0071	0.0823	0.08617	96.88	95.73
FBtr0236557	Damr_w11	Dmon_Van	0.0071	0.0823	0.08617	97.05	95.78
FBtr0236557	Damr_w11	Dmon_Oul	0.0071	0.0823	0.08617	97.05	95.78
FBtr0236557	Dmon_Col	Dmon_Van	0.0000	0.0000	0.06042	99.83	99.54
FBtr0236557	Dmon_Col	Dmon_Oul	0.0000	0.0000	0.00100	99.31	98.96
FBtr0236557	Dmon_Van	Dmon_Oul	0.0000	0.0000	0.00100	99.48	99.02
