TRANSCRIPT	SEQ1	SEQ2	Ka	Ks	Ka/Ks	PROT_PERCENTID	CDNA_PERCENTID
FBtr0237283	Dvir_S9	Dvir_87	0.0000	0.0152	0.00100	99.80	99.25
FBtr0237283	Dvir_S9	Dlum_LM8	0.0000	0.0151	0.00100	98.98	97.35
FBtr0237283	Dvir_S9	Damr_H5	0.0019	0.0721	0.02670	98.78	97.01
FBtr0237283	Dvir_S9	Damr_w11	0.0019	0.0629	0.03076	98.57	96.80
FBtr0237283	Dvir_S9	Damr_ML95	0.0020	0.0711	0.02760	98.78	96.80
FBtr0237283	Dvir_S9	Dnov_4	0.0039	0.0710	0.05544	98.37	96.80
FBtr0237283	Dvir_S9	Dmon_Col	0.0030	0.1459	0.02038	98.37	95.51
FBtr0237283	Dvir_S9	Dmon_Oul	0.0030	0.1459	0.02038	98.57	95.58
FBtr0237283	Dvir_S9	Dmon_Van	0.0030	0.1459	0.02038	98.57	95.65
FBtr0237283	Dvir_87	Dlum_LM8	0.0000	0.0000	0.00100	98.98	97.55
FBtr0237283	Dvir_87	Damr_H5	0.0020	0.0568	0.03448	98.57	96.73
FBtr0237283	Dvir_87	Damr_w11	0.0020	0.0479	0.04135	98.37	96.60
FBtr0237283	Dvir_87	Damr_ML95	0.0020	0.0561	0.03582	98.57	96.67
FBtr0237283	Dvir_87	Dnov_4	0.0040	0.0565	0.07100	98.16	96.53
FBtr0237283	Dvir_87	Dmon_Col	0.0030	0.1298	0.02316	98.16	95.31
FBtr0237283	Dvir_87	Dmon_Oul	0.0030	0.1298	0.02316	98.37	95.37
FBtr0237283	Dvir_87	Dmon_Van	0.0030	0.1298	0.02316	98.37	95.44
FBtr0237283	Dlum_LM8	Damr_H5	0.0020	0.0568	0.03448	98.57	96.33
FBtr0237283	Dlum_LM8	Damr_w11	0.0020	0.0479	0.04135	98.37	96.26
FBtr0237283	Dlum_LM8	Damr_ML95	0.0020	0.0561	0.03582	98.57	96.12
FBtr0237283	Dlum_LM8	Dnov_4	0.0040	0.0565	0.07100	98.16	96.12
FBtr0237283	Dlum_LM8	Dmon_Col	0.0030	0.1298	0.02316	97.96	94.42
FBtr0237283	Dlum_LM8	Dmon_Oul	0.0030	0.1298	0.02316	98.16	94.49
FBtr0237283	Dlum_LM8	Dmon_Van	0.0030	0.1298	0.02316	98.16	94.56
FBtr0237283	Damr_H5	Damr_w11	0.0000	0.0136	0.00100	99.80	99.39
FBtr0237283	Damr_H5	Damr_ML95	0.0000	0.0210	0.00100	100.00	99.25
FBtr0237283	Damr_H5	Dnov_4	0.0021	0.0272	0.07563	99.59	99.25
FBtr0237283	Damr_H5	Dmon_Col	0.0050	0.1645	0.03059	98.37	95.51
FBtr0237283	Damr_H5	Dmon_Oul	0.0050	0.1645	0.03059	98.57	95.58
FBtr0237283	Damr_H5	Dmon_Van	0.0050	0.1645	0.03059	98.57	95.65
FBtr0237283	Damr_w11	Damr_ML95	0.0000	0.0073	0.00100	99.80	99.39
FBtr0237283	Damr_w11	Dnov_4	0.0021	0.0141	0.14968	99.39	99.18
FBtr0237283	Damr_w11	Dmon_Col	0.0051	0.1682	0.03025	98.16	95.03
FBtr0237283	Damr_w11	Dmon_Oul	0.0051	0.1682	0.03025	98.37	95.10
FBtr0237283	Damr_w11	Dmon_Van	0.0051	0.1682	0.03025	98.37	95.17
FBtr0237283	Damr_ML95	Dnov_4	0.0021	0.0219	0.09768	99.59	99.05
FBtr0237283	Damr_ML95	Dmon_Col	0.0051	0.1776	0.02880	98.37	94.90
FBtr0237283	Damr_ML95	Dmon_Oul	0.0051	0.1776	0.02880	98.57	94.97
FBtr0237283	Damr_ML95	Dmon_Van	0.0051	0.1776	0.02880	98.57	95.03
FBtr0237283	Dnov_4	Dmon_Col	0.0072	0.1786	0.04009	97.96	95.03
FBtr0237283	Dnov_4	Dmon_Oul	0.0072	0.1786	0.04009	98.16	95.10
FBtr0237283	Dnov_4	Dmon_Van	0.0072	0.1786	0.04009	98.16	95.17
FBtr0237283	Dmon_Col	Dmon_Oul	0.0000	0.0000	99.00000	99.80	99.73
FBtr0237283	Dmon_Col	Dmon_Van	0.0000	0.0000	99.00000	99.80	99.66
FBtr0237283	Dmon_Oul	Dmon_Van	0.0000	0.0000	99.00000	100.00	99.80
