TRANSCRIPT	SEQ1	SEQ2	Ka	Ks	Ka/Ks	PROT_PERCENTID	CDNA_PERCENTID
FBtr0234744	Dmon_Col	Dmon_Van	0.0000	0.0000	0.09538	100.00	99.83
FBtr0234744	Dmon_Col	Dmon_Oul	0.0000	0.0000	0.00100	99.80	99.47
FBtr0234744	Dmon_Col	Dvir_S9	0.0024	0.1303	0.01826	99.20	96.31
FBtr0234744	Dmon_Col	Dvir_87	0.0024	0.1342	0.01770	99.20	96.25
FBtr0234744	Dmon_Col	Dlum_LM8	0.0024	0.1139	0.02076	99.20	96.75
FBtr0234744	Dmon_Col	Dnov_4	0.0038	0.1193	0.03183	98.90	96.51
FBtr0234744	Dmon_Col	Damr_ML95	0.0038	0.1244	0.03041	98.90	96.38
FBtr0234744	Dmon_Col	Damr_H5	0.0033	0.1214	0.02710	98.41	96.08
FBtr0234744	Dmon_Col	Damr_w11	0.0033	0.1179	0.02789	98.01	95.35
FBtr0234744	Dmon_Van	Dmon_Oul	0.0000	0.0000	0.00100	99.80	99.37
FBtr0234744	Dmon_Van	Dvir_S9	0.0024	0.1303	0.01826	99.20	96.22
FBtr0234744	Dmon_Van	Dvir_87	0.0024	0.1342	0.01770	99.20	96.15
FBtr0234744	Dmon_Van	Dlum_LM8	0.0024	0.1139	0.02076	99.20	96.65
FBtr0234744	Dmon_Van	Dnov_4	0.0038	0.1193	0.03183	98.90	96.41
FBtr0234744	Dmon_Van	Damr_ML95	0.0038	0.1244	0.03041	98.90	96.28
FBtr0234744	Dmon_Van	Damr_H5	0.0033	0.1214	0.02710	98.41	95.98
FBtr0234744	Dmon_Van	Damr_w11	0.0033	0.1179	0.02789	98.01	95.25
FBtr0234744	Dmon_Oul	Dvir_S9	0.0024	0.1303	0.01826	99.40	96.55
FBtr0234744	Dmon_Oul	Dvir_87	0.0024	0.1342	0.01770	99.40	96.48
FBtr0234744	Dmon_Oul	Dlum_LM8	0.0024	0.1139	0.02076	99.40	97.05
FBtr0234744	Dmon_Oul	Dnov_4	0.0038	0.1193	0.03183	99.10	96.81
FBtr0234744	Dmon_Oul	Damr_ML95	0.0038	0.1244	0.03041	99.10	96.71
FBtr0234744	Dmon_Oul	Damr_H5	0.0033	0.1214	0.02710	98.61	96.38
FBtr0234744	Dmon_Oul	Damr_w11	0.0033	0.1179	0.02789	98.21	95.65
FBtr0234744	Dvir_S9	Dvir_87	0.0000	0.0160	0.00100	100.00	99.63
FBtr0234744	Dvir_S9	Dlum_LM8	0.0010	0.0752	0.01281	99.70	97.88
FBtr0234744	Dvir_S9	Dnov_4	0.0024	0.0796	0.03033	99.40	97.64
FBtr0234744	Dvir_S9	Damr_ML95	0.0024	0.0871	0.02757	99.40	97.51
FBtr0234744	Dvir_S9	Damr_H5	0.0019	0.0841	0.02266	98.90	97.14
FBtr0234744	Dvir_S9	Damr_w11	0.0019	0.0780	0.02441	98.51	96.55
FBtr0234744	Dvir_87	Dlum_LM8	0.0010	0.0762	0.01259	99.70	97.88
FBtr0234744	Dvir_87	Dnov_4	0.0024	0.0791	0.03037	99.40	97.68
FBtr0234744	Dvir_87	Damr_ML95	0.0024	0.0866	0.02759	99.40	97.54
FBtr0234744	Dvir_87	Damr_H5	0.0019	0.0836	0.02267	98.90	97.18
FBtr0234744	Dvir_87	Damr_w11	0.0019	0.0775	0.02442	98.51	96.58
FBtr0234744	Dlum_LM8	Dnov_4	0.0014	0.0272	0.05324	99.70	99.00
FBtr0234744	Dlum_LM8	Damr_ML95	0.0014	0.0314	0.04535	99.70	98.94
FBtr0234744	Dlum_LM8	Damr_H5	0.0009	0.0313	0.02987	99.20	98.51
FBtr0234744	Dlum_LM8	Damr_w11	0.0009	0.0254	0.03662	98.80	97.88
FBtr0234744	Dnov_4	Damr_ML95	0.0009	0.0198	0.04793	99.80	99.34
FBtr0234744	Dnov_4	Damr_H5	0.0005	0.0198	0.02341	99.30	98.97
FBtr0234744	Dnov_4	Damr_w11	0.0005	0.0099	0.04800	98.90	98.31
FBtr0234744	Damr_ML95	Damr_H5	0.0005	0.0266	0.01728	99.30	98.77
FBtr0234744	Damr_ML95	Damr_w11	0.0005	0.0208	0.02196	98.90	98.07
FBtr0234744	Damr_H5	Damr_w11	0.0000	0.0167	0.00100	98.51	97.78
