TRANSCRIPT	SEQ1	SEQ2	Ka	Ks	Ka/Ks	PROT_PERCENTID	CDNA_PERCENTID
FBtr0226054	Dvir_S9	Dvir_87	0.0005	0.0116	0.04734	99.80	99.26
FBtr0226054	Dvir_S9	Dlum_LM8	0.0026	0.0358	0.07187	97.38	96.17
FBtr0226054	Dvir_S9	Damr_H5	0.0042	0.0355	0.11841	97.38	96.00
FBtr0226054	Dvir_S9	Damr_ML95	0.0047	0.0491	0.09555	97.58	96.47
FBtr0226054	Dvir_S9	Dnov_4	0.0053	0.0418	0.12736	97.68	96.71
FBtr0226054	Dvir_S9	Damr_w11	0.0047	0.0457	0.10222	96.17	95.09
FBtr0226054	Dvir_S9	Dmon_Col	0.0104	0.1485	0.06973	96.27	94.69
FBtr0226054	Dvir_S9	Dmon_Van	0.0094	0.1461	0.06422	96.37	94.69
FBtr0226054	Dvir_S9	Dmon_Oul	0.0094	0.1461	0.06422	96.67	95.23
FBtr0226054	Dvir_87	Dlum_LM8	0.0020	0.0266	0.07608	97.48	96.40
FBtr0226054	Dvir_87	Damr_H5	0.0036	0.0261	0.13929	97.38	95.87
FBtr0226054	Dvir_87	Damr_ML95	0.0041	0.0397	0.10415	97.58	96.30
FBtr0226054	Dvir_87	Dnov_4	0.0048	0.0325	0.14655	97.68	96.54
FBtr0226054	Dvir_87	Damr_w11	0.0041	0.0363	0.11330	96.17	94.93
FBtr0226054	Dvir_87	Dmon_Col	0.0098	0.1378	0.07104	96.27	94.52
FBtr0226054	Dvir_87	Dmon_Van	0.0088	0.1356	0.06509	96.37	94.52
FBtr0226054	Dvir_87	Dmon_Oul	0.0088	0.1356	0.06509	96.67	95.13
FBtr0226054	Dlum_LM8	Damr_H5	0.0015	0.0076	0.19435	96.98	95.63
FBtr0226054	Dlum_LM8	Damr_ML95	0.0020	0.0216	0.09210	97.18	96.10
FBtr0226054	Dlum_LM8	Dnov_4	0.0026	0.0140	0.18511	97.28	96.34
FBtr0226054	Dlum_LM8	Damr_w11	0.0020	0.0182	0.10772	95.87	94.69
FBtr0226054	Dlum_LM8	Dmon_Col	0.0087	0.1511	0.05778	95.26	93.48
FBtr0226054	Dlum_LM8	Dmon_Van	0.0078	0.1489	0.05217	95.56	93.38
FBtr0226054	Dlum_LM8	Dmon_Oul	0.0078	0.1489	0.05217	95.67	93.95
FBtr0226054	Damr_H5	Damr_ML95	0.0005	0.0136	0.03709	99.40	98.52
FBtr0226054	Damr_H5	Dnov_4	0.0011	0.0063	0.17775	99.29	98.52
FBtr0226054	Damr_H5	Damr_w11	0.0005	0.0106	0.04581	97.58	96.81
FBtr0226054	Damr_H5	Dmon_Col	0.0103	0.1477	0.06958	95.97	94.39
FBtr0226054	Damr_H5	Dmon_Van	0.0093	0.1455	0.06400	96.07	94.39
FBtr0226054	Damr_H5	Dmon_Oul	0.0093	0.1455	0.06400	96.37	94.99
FBtr0226054	Damr_ML95	Dnov_4	0.0016	0.0158	0.09863	99.50	99.09
FBtr0226054	Damr_ML95	Damr_w11	0.0000	0.0164	0.00100	97.98	97.51
FBtr0226054	Damr_ML95	Dmon_Col	0.0108	0.1639	0.06597	96.17	94.89
FBtr0226054	Damr_ML95	Dmon_Van	0.0098	0.1615	0.06092	96.27	94.86
FBtr0226054	Damr_ML95	Dmon_Oul	0.0098	0.1615	0.06092	96.57	95.50
FBtr0226054	Dnov_4	Damr_w11	0.0016	0.0158	0.09885	97.88	97.65
FBtr0226054	Dnov_4	Dmon_Col	0.0114	0.1534	0.07411	96.27	95.09
FBtr0226054	Dnov_4	Dmon_Van	0.0104	0.1510	0.06882	96.37	95.06
FBtr0226054	Dnov_4	Dmon_Oul	0.0104	0.1510	0.06882	96.67	95.70
FBtr0226054	Damr_w11	Dmon_Col	0.0108	0.1595	0.06760	94.76	93.58
FBtr0226054	Damr_w11	Dmon_Van	0.0098	0.1573	0.06242	94.86	93.51
FBtr0226054	Damr_w11	Dmon_Oul	0.0098	0.1573	0.06242	95.16	94.15
FBtr0226054	Dmon_Col	Dmon_Van	0.0009	0.0000	99.00000	98.99	98.82
FBtr0226054	Dmon_Col	Dmon_Oul	0.0009	0.0000	99.00000	98.89	98.86
FBtr0226054	Dmon_Van	Dmon_Oul	0.0000	0.0000	2.06252	99.09	98.89
