TRANSCRIPT	SEQ1	SEQ2	Ka	Ks	Ka/Ks	PROT_PERCENTID	CDNA_PERCENTID
FBtr0228257	Damr_H5	Dnov_4	0.0091	0.0056	1.63010	98.40	99.29
FBtr0228257	Damr_H5	Dlum_LM8	0.0774	0.0386	2.00359	85.64	93.26
FBtr0228257	Damr_H5	Dvir_S9	0.0969	0.0926	1.04728	81.91	90.78
FBtr0228257	Damr_H5	Dmon_Col	0.1774	0.1127	1.57432	68.62	80.32
FBtr0228257	Dnov_4	Dlum_LM8	0.0676	0.0485	1.39442	87.23	93.62
FBtr0228257	Dnov_4	Dvir_S9	0.0938	0.1022	0.91760	81.91	90.78
FBtr0228257	Dnov_4	Dmon_Col	0.1737	0.1234	1.40767	68.62	80.32
FBtr0228257	Dlum_LM8	Dvir_S9	0.0755	0.0765	0.98687	85.11	92.73
FBtr0228257	Dlum_LM8	Dmon_Col	0.1641	0.0933	1.75853	68.62	81.38
FBtr0228257	Dvir_S9	Dmon_Col	0.1026	0.0508	2.02030	78.19	85.99
