TRANSCRIPT	SEQ1	SEQ2	Ka	Ks	Ka/Ks	PROT_PERCENTID	CDNA_PERCENTID
FBtr0227810	Damr_H5	Damr_ML95	0.0011	0.0129	0.08685	99.75	99.34
FBtr0227810	Damr_H5	Damr_w11	0.0000	0.0000	0.00100	99.75	99.50
FBtr0227810	Damr_H5	Dlum_LM8	0.0000	0.0391	0.00100	100.00	98.68
FBtr0227810	Damr_H5	Dnov_4	0.0000	0.0191	0.00100	100.00	99.26
FBtr0227810	Damr_H5	Dvir_S9	0.0013	0.0403	0.03110	99.50	98.43
FBtr0227810	Damr_H5	Dvir_87	0.0013	0.0364	0.03599	99.75	98.43
FBtr0227810	Damr_H5	Dmon_Col	0.0070	0.1093	0.06397	98.51	96.11
FBtr0227810	Damr_H5	Dmon_Oul	0.0070	0.1093	0.06397	98.51	96.53
FBtr0227810	Damr_H5	Dmon_Van	0.0070	0.1093	0.06397	98.51	96.03
FBtr0227810	Damr_ML95	Damr_w11	0.0011	0.0129	0.08684	99.50	99.01
FBtr0227810	Damr_ML95	Dlum_LM8	0.0012	0.0537	0.02217	99.75	98.35
FBtr0227810	Damr_ML95	Dnov_4	0.0012	0.0330	0.03564	99.75	98.84
FBtr0227810	Damr_ML95	Dvir_S9	0.0024	0.0545	0.04454	99.26	98.10
FBtr0227810	Damr_ML95	Dvir_87	0.0025	0.0506	0.04929	99.50	98.10
FBtr0227810	Damr_ML95	Dmon_Col	0.0081	0.1237	0.06577	98.26	95.86
FBtr0227810	Damr_ML95	Dmon_Oul	0.0081	0.1237	0.06577	98.26	96.20
FBtr0227810	Damr_ML95	Dmon_Van	0.0081	0.1237	0.06577	98.26	95.86
FBtr0227810	Damr_w11	Dlum_LM8	0.0000	0.0391	0.00100	99.75	98.51
FBtr0227810	Damr_w11	Dnov_4	0.0000	0.0191	0.00100	99.75	99.01
FBtr0227810	Damr_w11	Dvir_S9	0.0013	0.0403	0.03110	99.26	98.18
FBtr0227810	Damr_w11	Dvir_87	0.0013	0.0364	0.03599	99.50	98.26
FBtr0227810	Damr_w11	Dmon_Col	0.0070	0.1093	0.06397	98.26	95.95
FBtr0227810	Damr_w11	Dmon_Oul	0.0070	0.1093	0.06397	98.26	96.36
FBtr0227810	Damr_w11	Dmon_Van	0.0070	0.1093	0.06397	98.26	95.86
FBtr0227810	Dlum_LM8	Dnov_4	0.0000	0.0488	0.00100	100.00	98.68
FBtr0227810	Dlum_LM8	Dvir_S9	0.0012	0.0432	0.02677	99.50	98.76
FBtr0227810	Dlum_LM8	Dvir_87	0.0012	0.0389	0.03064	99.75	98.92
FBtr0227810	Dlum_LM8	Dmon_Col	0.0068	0.1080	0.06278	98.51	96.69
FBtr0227810	Dlum_LM8	Dmon_Oul	0.0068	0.1080	0.06278	98.51	97.11
FBtr0227810	Dlum_LM8	Dmon_Van	0.0068	0.1080	0.06278	98.51	96.61
FBtr0227810	Dnov_4	Dvir_S9	0.0012	0.0551	0.02242	99.50	98.10
FBtr0227810	Dnov_4	Dvir_87	0.0013	0.0509	0.02506	99.75	98.26
FBtr0227810	Dnov_4	Dmon_Col	0.0071	0.1051	0.06728	98.51	96.28
FBtr0227810	Dnov_4	Dmon_Oul	0.0071	0.1051	0.06728	98.51	96.69
FBtr0227810	Dnov_4	Dmon_Van	0.0071	0.1051	0.06728	98.51	96.20
FBtr0227810	Dvir_S9	Dvir_87	0.0000	0.0094	0.00100	99.75	99.67
FBtr0227810	Dvir_S9	Dmon_Col	0.0080	0.1120	0.07164	98.26	96.28
FBtr0227810	Dvir_S9	Dmon_Oul	0.0080	0.1120	0.07164	98.26	96.61
FBtr0227810	Dvir_S9	Dmon_Van	0.0080	0.1120	0.07164	98.26	96.20
FBtr0227810	Dvir_87	Dmon_Col	0.0081	0.1079	0.07514	98.51	96.44
FBtr0227810	Dvir_87	Dmon_Oul	0.0081	0.1079	0.07514	98.51	96.77
FBtr0227810	Dvir_87	Dmon_Van	0.0081	0.1079	0.07514	98.51	96.36
FBtr0227810	Dmon_Col	Dmon_Oul	0.0000	0.0000	0.00100	100.00	99.01
FBtr0227810	Dmon_Col	Dmon_Van	0.0000	0.0000	0.00100	100.00	99.26
FBtr0227810	Dmon_Oul	Dmon_Van	0.0000	0.0000	0.00100	100.00	99.09
