TRANSCRIPT	SEQ1	SEQ2	Ka	Ks	Ka/Ks	PROT_PERCENTID	CDNA_PERCENTID
FBtr0434983	Dvir_S9	Dvir_87	0.0014	0.0203	0.06982	98.69	99.04
FBtr0434983	Dvir_S9	Dlum_LM8	0.0014	0.0203	0.06982	91.86	94.49
FBtr0434983	Dvir_S9	Damr_H5	0.0073	0.0520	0.14110	92.91	95.19
FBtr0434983	Dvir_S9	Damr_w11	0.0058	0.0439	0.13176	92.91	95.28
FBtr0434983	Dvir_S9	Damr_ML95	0.0073	0.0385	0.18896	93.18	95.71
FBtr0434983	Dvir_S9	Dnov_4	0.0059	0.0374	0.15660	91.60	94.75
FBtr0434983	Dvir_S9	Dmon_Col	0.0398	0.1324	0.30092	86.35	90.73
FBtr0434983	Dvir_S9	Dmon_Oul	0.0398	0.1280	0.31082	86.61	90.81
FBtr0434983	Dvir_87	Dlum_LM8	0.0000	0.0000	0.00100	92.13	94.93
FBtr0434983	Dvir_87	Damr_H5	0.0059	0.0313	0.19019	92.39	95.19
FBtr0434983	Dvir_87	Damr_w11	0.0044	0.0231	0.19010	92.39	95.28
FBtr0434983	Dvir_87	Damr_ML95	0.0059	0.0181	0.32683	92.65	95.71
FBtr0434983	Dvir_87	Dnov_4	0.0045	0.0172	0.26079	91.34	94.75
FBtr0434983	Dvir_87	Dmon_Col	0.0385	0.1098	0.35083	86.35	90.73
FBtr0434983	Dvir_87	Dmon_Oul	0.0385	0.1056	0.36442	86.61	90.81
FBtr0434983	Dlum_LM8	Damr_H5	0.0059	0.0313	0.19019	91.34	93.88
FBtr0434983	Dlum_LM8	Damr_w11	0.0044	0.0231	0.19010	91.34	93.96
FBtr0434983	Dlum_LM8	Damr_ML95	0.0059	0.0181	0.32683	91.08	93.96
FBtr0434983	Dlum_LM8	Dnov_4	0.0045	0.0172	0.26079	90.29	93.53
FBtr0434983	Dlum_LM8	Dmon_Col	0.0385	0.1098	0.35083	84.78	88.89
FBtr0434983	Dlum_LM8	Dmon_Oul	0.0385	0.1056	0.36442	85.04	89.06
FBtr0434983	Damr_H5	Damr_w11	0.0062	0.0385	0.16023	98.95	98.69
FBtr0434983	Damr_H5	Damr_ML95	0.0078	0.0335	0.23190	98.16	98.25
FBtr0434983	Damr_H5	Dnov_4	0.0063	0.0325	0.19404	97.11	97.90
FBtr0434983	Damr_H5	Dmon_Col	0.0452	0.1336	0.33818	89.24	91.78
FBtr0434983	Damr_H5	Dmon_Oul	0.0451	0.1293	0.34910	89.50	92.04
FBtr0434983	Damr_w11	Damr_ML95	0.0017	0.0164	0.10351	98.69	98.69
FBtr0434983	Damr_w11	Dnov_4	0.0033	0.0250	0.13038	97.11	97.99
FBtr0434983	Damr_w11	Dmon_Col	0.0434	0.1248	0.34741	88.98	91.86
FBtr0434983	Damr_w11	Dmon_Oul	0.0433	0.1205	0.35951	89.24	92.13
FBtr0434983	Damr_ML95	Dnov_4	0.0049	0.0212	0.23213	96.85	97.81
FBtr0434983	Damr_ML95	Dmon_Col	0.0450	0.1196	0.37609	88.71	91.86
FBtr0434983	Damr_ML95	Dmon_Oul	0.0449	0.1153	0.38975	88.98	92.13
FBtr0434983	Dnov_4	Dmon_Col	0.0436	0.1180	0.36926	87.93	91.16
FBtr0434983	Dnov_4	Dmon_Oul	0.0435	0.1138	0.38265	88.19	91.43
FBtr0434983	Dmon_Col	Dmon_Oul	0.0027	0.0000	99.00000	98.16	98.34
