TRANSCRIPT	SEQ1	SEQ2	Ka	Ks	Ka/Ks	PROT_PERCENTID	CDNA_PERCENTID
FBtr0234934	Damr_w11	Dnov_4	0.0032	0.0223	0.14161	99.34	99.00
FBtr0234934	Damr_w11	Damr_ML95	0.0016	0.0091	0.17102	99.67	99.45
FBtr0234934	Damr_w11	Dlum_LM8	0.0044	0.0168	0.26222	99.00	99.00
FBtr0234934	Damr_w11	Damr_H5	0.0030	0.0163	0.18124	99.34	99.22
FBtr0234934	Damr_w11	Dvir_S9	0.0096	0.0580	0.16600	98.01	97.56
FBtr0234934	Damr_w11	Dvir_87	0.0097	0.0723	0.13442	98.01	97.23
FBtr0234934	Damr_w11	Dmon_Col	0.0255	0.1335	0.19077	94.68	94.24
FBtr0234934	Damr_w11	Dmon_Van	0.0255	0.1335	0.19077	95.35	94.46
FBtr0234934	Damr_w11	Dmon_Oul	0.0238	0.1234	0.19286	95.35	94.91
FBtr0234934	Dnov_4	Damr_ML95	0.0016	0.0208	0.07804	99.67	99.34
FBtr0234934	Dnov_4	Dlum_LM8	0.0046	0.0296	0.15485	99.00	98.78
FBtr0234934	Dnov_4	Damr_H5	0.0030	0.0204	0.14764	99.34	99.34
FBtr0234934	Dnov_4	Dvir_S9	0.0098	0.0790	0.12370	98.01	97.23
FBtr0234934	Dnov_4	Dvir_87	0.0098	0.0938	0.10473	98.01	96.90
FBtr0234934	Dnov_4	Dmon_Col	0.0256	0.1473	0.17407	94.68	94.13
FBtr0234934	Dnov_4	Dmon_Van	0.0256	0.1473	0.17407	95.35	94.35
FBtr0234934	Dnov_4	Dmon_Oul	0.0240	0.1371	0.17483	95.35	94.80
FBtr0234934	Damr_ML95	Dlum_LM8	0.0030	0.0246	0.12413	99.34	99.00
FBtr0234934	Damr_ML95	Damr_H5	0.0015	0.0114	0.12742	99.67	99.67
FBtr0234934	Damr_ML95	Dvir_S9	0.0081	0.0650	0.12512	98.34	97.67
FBtr0234934	Damr_ML95	Dvir_87	0.0082	0.0795	0.10274	98.34	97.34
FBtr0234934	Damr_ML95	Dmon_Col	0.0240	0.1417	0.16949	95.02	94.35
FBtr0234934	Damr_ML95	Dmon_Van	0.0240	0.1417	0.16949	95.68	94.57
FBtr0234934	Damr_ML95	Dmon_Oul	0.0224	0.1315	0.16996	95.68	95.02
FBtr0234934	Dlum_LM8	Damr_H5	0.0045	0.0321	0.13931	99.00	98.78
FBtr0234934	Dlum_LM8	Dvir_S9	0.0111	0.0737	0.15123	97.67	97.12
FBtr0234934	Dlum_LM8	Dvir_87	0.0112	0.0884	0.12717	97.67	96.79
FBtr0234934	Dlum_LM8	Dmon_Col	0.0269	0.1408	0.19119	94.35	94.02
FBtr0234934	Dlum_LM8	Dmon_Van	0.0269	0.1408	0.19119	95.02	94.24
FBtr0234934	Dlum_LM8	Dmon_Oul	0.0253	0.1307	0.19312	95.02	94.68
FBtr0234934	Damr_H5	Dvir_S9	0.0096	0.0728	0.13184	98.34	97.45
FBtr0234934	Damr_H5	Dvir_87	0.0097	0.0876	0.11029	98.34	97.12
FBtr0234934	Damr_H5	Dmon_Col	0.0255	0.1498	0.16991	94.68	94.13
FBtr0234934	Damr_H5	Dmon_Van	0.0255	0.1498	0.16991	95.35	94.35
FBtr0234934	Damr_H5	Dmon_Oul	0.0238	0.1396	0.17038	95.35	94.80
FBtr0234934	Dvir_S9	Dvir_87	0.0000	0.0354	0.00100	100.00	99.22
FBtr0234934	Dvir_S9	Dmon_Col	0.0261	0.1735	0.15040	94.35	93.36
FBtr0234934	Dvir_S9	Dmon_Van	0.0261	0.1735	0.15040	94.68	93.58
FBtr0234934	Dvir_S9	Dmon_Oul	0.0244	0.1630	0.14986	95.02	94.02
FBtr0234934	Dvir_87	Dmon_Col	0.0260	0.1647	0.15813	94.35	93.58
FBtr0234934	Dvir_87	Dmon_Van	0.0260	0.1647	0.15813	94.68	93.80
FBtr0234934	Dvir_87	Dmon_Oul	0.0244	0.1544	0.15791	95.02	94.24
FBtr0234934	Dmon_Col	Dmon_Van	0.0000	0.0000	0.15542	99.34	99.67
FBtr0234934	Dmon_Col	Dmon_Oul	0.0016	0.0088	0.18009	99.00	98.89
FBtr0234934	Dmon_Van	Dmon_Oul	0.0016	0.0088	0.18009	99.67	99.22
