TRANSCRIPT	SEQ1	SEQ2	Ka	Ks	Ka/Ks	PROT_PERCENTID	CDNA_PERCENTID
FBtr0440676	Damr_H5	Damr_w11	0.0058	0.0393	0.14727	98.37	98.37
FBtr0440676	Damr_H5	Damr_ML95	0.0056	0.0448	0.12530	97.55	98.10
FBtr0440676	Damr_H5	Dnov_4	0.0078	0.0707	0.11003	97.14	97.41
FBtr0440676	Damr_H5	Dvir_S9	0.0167	0.0517	0.32379	93.88	95.51
FBtr0440676	Damr_H5	Dvir_87	0.0148	0.0501	0.29509	94.29	95.65
FBtr0440676	Damr_H5	Dlum_LM8	0.0148	0.0501	0.29509	93.06	94.83
FBtr0440676	Damr_H5	Dmon_Oul	0.0210	0.0583	0.36022	93.06	95.24
FBtr0440676	Damr_H5	Dmon_Col	0.0283	0.0665	0.42502	91.43	94.29
FBtr0440676	Damr_w11	Damr_ML95	0.0121	0.0421	0.28724	95.92	97.14
FBtr0440676	Damr_w11	Dnov_4	0.0140	0.0434	0.32184	95.51	97.01
FBtr0440676	Damr_w11	Dvir_S9	0.0191	0.0568	0.33676	93.88	95.24
FBtr0440676	Damr_w11	Dvir_87	0.0172	0.0552	0.31090	94.29	95.37
FBtr0440676	Damr_w11	Dlum_LM8	0.0172	0.0552	0.31090	92.65	94.29
FBtr0440676	Damr_w11	Dmon_Oul	0.0234	0.0636	0.36850	93.06	94.97
FBtr0440676	Damr_w11	Dmon_Col	0.0307	0.0718	0.42827	91.02	94.01
FBtr0440676	Damr_ML95	Dnov_4	0.0021	0.0243	0.08651	99.59	99.32
FBtr0440676	Damr_ML95	Dvir_S9	0.0188	0.0591	0.31757	93.88	95.51
FBtr0440676	Damr_ML95	Dvir_87	0.0168	0.0576	0.29197	94.29	95.65
FBtr0440676	Damr_ML95	Dlum_LM8	0.0168	0.0576	0.29197	93.06	94.83
FBtr0440676	Damr_ML95	Dmon_Oul	0.0231	0.0657	0.35103	93.06	95.24
FBtr0440676	Damr_ML95	Dmon_Col	0.0266	0.0717	0.37049	92.24	94.56
FBtr0440676	Dnov_4	Dvir_S9	0.0208	0.0733	0.28413	93.47	95.10
FBtr0440676	Dnov_4	Dvir_87	0.0189	0.0718	0.26288	93.88	95.24
FBtr0440676	Dnov_4	Dlum_LM8	0.0189	0.0718	0.26288	92.65	94.42
FBtr0440676	Dnov_4	Dmon_Oul	0.0251	0.0800	0.31407	92.65	94.83
FBtr0440676	Dnov_4	Dmon_Col	0.0287	0.0865	0.33136	91.84	94.15
FBtr0440676	Dvir_S9	Dvir_87	0.0018	0.0000	99.00000	99.59	99.86
FBtr0440676	Dvir_S9	Dlum_LM8	0.0018	0.0000	99.00000	96.33	97.41
FBtr0440676	Dvir_S9	Dmon_Oul	0.0101	0.0068	1.47999	96.73	98.64
FBtr0440676	Dvir_S9	Dmon_Col	0.0282	0.0364	0.77426	92.24	95.65
FBtr0440676	Dvir_87	Dlum_LM8	0.0000	0.0000	0.79745	96.73	97.55
FBtr0440676	Dvir_87	Dmon_Oul	0.0083	0.0063	1.30446	97.14	98.78
FBtr0440676	Dvir_87	Dmon_Col	0.0263	0.0358	0.73489	92.65	95.78
FBtr0440676	Dlum_LM8	Dmon_Oul	0.0083	0.0063	1.30446	95.10	96.87
FBtr0440676	Dlum_LM8	Dmon_Col	0.0263	0.0358	0.73489	91.02	94.29
FBtr0440676	Dmon_Oul	Dmon_Col	0.0224	0.0275	0.81443	94.69	96.73
