TRANSCRIPT	SEQ1	SEQ2	Ka	Ks	Ka/Ks	PROT_PERCENTID	CDNA_PERCENTID
FBtr0230151	Damr_H5	Damr_w11	0.0017	0.0137	0.12241	99.78	99.60
FBtr0230151	Damr_H5	Damr_ML95	0.0022	0.0317	0.07023	99.68	99.14
FBtr0230151	Damr_H5	Dnov_4	0.0022	0.0286	0.07560	99.57	99.17
FBtr0230151	Damr_H5	Dlum_LM8	0.0043	0.0432	0.09841	98.92	98.49
FBtr0230151	Damr_H5	Dvir_S9	0.0072	0.1052	0.06803	98.60	97.34
FBtr0230151	Damr_H5	Dvir_87	0.0065	0.1062	0.06154	98.60	97.38
FBtr0230151	Damr_H5	Dmon_Van	0.0243	0.1769	0.13759	90.83	91.15
FBtr0230151	Damr_H5	Dmon_Col	0.0254	0.1840	0.13788	88.24	88.21
FBtr0230151	Damr_H5	Dmon_Oul	0.0247	0.1879	0.13149	86.52	86.34
FBtr0230151	Damr_w11	Damr_ML95	0.0005	0.0368	0.01486	99.89	99.17
FBtr0230151	Damr_w11	Dnov_4	0.0022	0.0381	0.05783	99.68	98.96
FBtr0230151	Damr_w11	Dlum_LM8	0.0038	0.0540	0.06956	99.03	98.31
FBtr0230151	Damr_w11	Dvir_S9	0.0082	0.1126	0.07255	98.49	97.16
FBtr0230151	Damr_w11	Dvir_87	0.0076	0.1136	0.06647	98.49	97.20
FBtr0230151	Damr_w11	Dmon_Van	0.0248	0.1837	0.13521	90.72	91.05
FBtr0230151	Damr_w11	Dmon_Col	0.0259	0.1909	0.13549	88.13	88.10
FBtr0230151	Damr_w11	Dmon_Oul	0.0252	0.1949	0.12927	86.41	86.23
FBtr0230151	Damr_ML95	Dnov_4	0.0017	0.0320	0.05298	99.78	99.07
FBtr0230151	Damr_ML95	Dlum_LM8	0.0032	0.0446	0.07266	99.14	98.49
FBtr0230151	Damr_ML95	Dvir_S9	0.0076	0.0988	0.07740	98.60	97.41
FBtr0230151	Damr_ML95	Dvir_87	0.0070	0.0997	0.07043	98.60	97.45
FBtr0230151	Damr_ML95	Dmon_Van	0.0245	0.1688	0.14486	90.83	91.23
FBtr0230151	Damr_ML95	Dmon_Col	0.0255	0.1758	0.14492	88.24	88.28
FBtr0230151	Damr_ML95	Dmon_Oul	0.0248	0.1797	0.13804	86.52	86.41
FBtr0230151	Dnov_4	Dlum_LM8	0.0027	0.0358	0.07465	99.24	98.63
FBtr0230151	Dnov_4	Dvir_S9	0.0066	0.0935	0.07012	98.71	97.52
FBtr0230151	Dnov_4	Dvir_87	0.0059	0.0946	0.06283	98.71	97.55
FBtr0230151	Dnov_4	Dmon_Van	0.0238	0.1738	0.13706	90.94	91.19
FBtr0230151	Dnov_4	Dmon_Col	0.0248	0.1808	0.13739	88.35	88.24
FBtr0230151	Dnov_4	Dmon_Oul	0.0242	0.1847	0.13090	86.62	86.37
FBtr0230151	Dlum_LM8	Dvir_S9	0.0076	0.0940	0.08093	98.27	97.38
FBtr0230151	Dlum_LM8	Dvir_87	0.0070	0.0950	0.07356	98.38	97.45
FBtr0230151	Dlum_LM8	Dmon_Van	0.0243	0.1819	0.13340	90.61	91.01
FBtr0230151	Dlum_LM8	Dmon_Col	0.0253	0.1890	0.13378	88.03	87.95
FBtr0230151	Dlum_LM8	Dmon_Oul	0.0246	0.1931	0.12757	86.30	86.19
FBtr0230151	Dvir_S9	Dvir_87	0.0005	0.0271	0.02023	99.78	99.39
FBtr0230151	Dvir_S9	Dmon_Van	0.0218	0.2029	0.10745	91.26	91.08
FBtr0230151	Dvir_S9	Dmon_Col	0.0228	0.2104	0.10854	88.67	87.99
FBtr0230151	Dvir_S9	Dmon_Oul	0.0217	0.2122	0.10228	87.06	86.26
FBtr0230151	Dvir_87	Dmon_Van	0.0212	0.2079	0.10200	91.26	91.05
FBtr0230151	Dvir_87	Dmon_Col	0.0222	0.2153	0.10324	88.67	87.95
FBtr0230151	Dvir_87	Dmon_Oul	0.0211	0.2172	0.09720	87.06	86.23
FBtr0230151	Dmon_Van	Dmon_Col	0.0021	0.0042	0.49646	91.69	91.44
FBtr0230151	Dmon_Van	Dmon_Oul	0.0030	0.0085	0.34677	94.50	94.10
FBtr0230151	Dmon_Col	Dmon_Oul	0.0020	0.0070	0.29304	96.22	96.01
