TRANSCRIPT	SEQ1	SEQ2	Ka	Ks	Ka/Ks	PROT_PERCENTID	CDNA_PERCENTID
FBtr0441148	Damr_ML95	Damr_w11	0.0080	0.0387	0.20594	95.96	96.89
FBtr0441148	Damr_ML95	Dnov_4	0.0099	0.0464	0.21365	97.20	97.41
FBtr0441148	Damr_ML95	Damr_H5	0.0128	0.0383	0.33498	95.34	96.89
FBtr0441148	Damr_ML95	Dlum_LM8	0.0250	0.0529	0.47181	93.17	95.45
FBtr0441148	Damr_ML95	Dvir_S9	0.0244	0.0835	0.29269	94.10	95.34
FBtr0441148	Damr_ML95	Dvir_87	0.0250	0.0529	0.47181	94.10	95.96
FBtr0441148	Damr_ML95	Dmon_Col	0.0423	0.1589	0.26593	88.20	90.99
FBtr0441148	Damr_ML95	Dmon_Oul	0.0320	0.1211	0.26411	84.06	86.46
FBtr0441148	Damr_w11	Dnov_4	0.0113	0.0567	0.19905	95.34	95.76
FBtr0441148	Damr_w11	Damr_H5	0.0076	0.0232	0.32775	94.72	96.17
FBtr0441148	Damr_w11	Dlum_LM8	0.0161	0.0513	0.31351	92.55	94.41
FBtr0441148	Damr_w11	Dvir_S9	0.0160	0.0949	0.16822	93.48	94.20
FBtr0441148	Damr_w11	Dvir_87	0.0161	0.0513	0.31351	93.48	95.03
FBtr0441148	Damr_w11	Dmon_Col	0.0371	0.1582	0.23455	87.58	89.96
FBtr0441148	Damr_w11	Dmon_Oul	0.0269	0.1199	0.22433	83.44	85.52
FBtr0441148	Dnov_4	Damr_H5	0.0099	0.0463	0.21383	95.65	96.89
FBtr0441148	Dnov_4	Dlum_LM8	0.0220	0.0617	0.35701	94.10	95.55
FBtr0441148	Dnov_4	Dvir_S9	0.0215	0.0974	0.22122	95.03	95.34
FBtr0441148	Dnov_4	Dvir_87	0.0220	0.0617	0.35701	95.03	95.86
FBtr0441148	Dnov_4	Dmon_Col	0.0417	0.1875	0.22263	89.13	91.10
FBtr0441148	Dnov_4	Dmon_Oul	0.0321	0.1336	0.24007	85.00	86.35
FBtr0441148	Damr_H5	Dlum_LM8	0.0115	0.0294	0.39094	93.79	95.96
FBtr0441148	Damr_H5	Dvir_S9	0.0143	0.0734	0.19530	94.10	95.55
FBtr0441148	Damr_H5	Dvir_87	0.0115	0.0294	0.39094	94.72	96.48
FBtr0441148	Damr_H5	Dmon_Col	0.0348	0.1447	0.24056	88.20	91.30
FBtr0441148	Damr_H5	Dmon_Oul	0.0284	0.0965	0.29418	83.75	86.67
FBtr0441148	Dlum_LM8	Dvir_S9	0.0030	0.0452	0.06723	97.83	97.72
FBtr0441148	Dlum_LM8	Dvir_87	0.0000	0.0000	0.05266	98.45	98.55
FBtr0441148	Dlum_LM8	Dmon_Col	0.0259	0.1459	0.17769	90.99	92.24
FBtr0441148	Dlum_LM8	Dmon_Oul	0.0162	0.0823	0.19699	86.88	88.12
FBtr0441148	Dvir_S9	Dvir_87	0.0030	0.0452	0.06723	98.76	98.55
FBtr0441148	Dvir_S9	Dmon_Col	0.0289	0.1984	0.14585	90.68	92.13
FBtr0441148	Dvir_S9	Dmon_Oul	0.0160	0.1278	0.12545	87.50	88.33
FBtr0441148	Dvir_87	Dmon_Col	0.0259	0.1459	0.17769	91.93	93.37
FBtr0441148	Dvir_87	Dmon_Oul	0.0162	0.0823	0.19699	88.12	89.17
FBtr0441148	Dmon_Col	Dmon_Oul	0.0221	0.0894	0.24716	88.12	90.00
