TRANSCRIPT	SEQ1	SEQ2	Ka	Ks	Ka/Ks	PROT_PERCENTID	CDNA_PERCENTID
FBtr0233338	Dvir_S9	Dvir_87	0.0017	0.0162	0.10681	99.26	99.51
FBtr0233338	Dvir_S9	Dlum_LM8	0.0017	0.0162	0.10681	92.59	96.42
FBtr0233338	Dvir_S9	Damr_H5	0.0228	0.0380	0.59962	90.00	95.06
FBtr0233338	Dvir_S9	Damr_w11	0.0207	0.0451	0.45979	90.37	95.06
FBtr0233338	Dvir_S9	Damr_ML95	0.0145	0.0359	0.40364	91.48	95.68
FBtr0233338	Dvir_S9	Dnov_4	0.0143	0.0609	0.23488	92.22	95.31
FBtr0233338	Dvir_S9	Dmon_Oul	0.0601	0.1001	0.60008	83.70	90.86
FBtr0233338	Dvir_S9	Dmon_Van	0.0623	0.1132	0.55055	84.07	90.37
FBtr0233338	Dvir_S9	Dmon_Col	0.0499	0.1005	0.49668	85.93	90.99
FBtr0233338	Dvir_87	Dlum_LM8	0.0000	0.0000	0.03480	92.96	96.79
FBtr0233338	Dvir_87	Damr_H5	0.0212	0.0239	0.88727	90.00	95.31
FBtr0233338	Dvir_87	Damr_w11	0.0191	0.0305	0.62817	90.37	95.31
FBtr0233338	Dvir_87	Damr_ML95	0.0128	0.0205	0.62596	91.48	95.93
FBtr0233338	Dvir_87	Dnov_4	0.0126	0.0441	0.28501	92.22	95.56
FBtr0233338	Dvir_87	Dmon_Oul	0.0585	0.0907	0.64510	83.70	90.99
FBtr0233338	Dvir_87	Dmon_Van	0.0607	0.1035	0.58652	84.07	90.49
FBtr0233338	Dvir_87	Dmon_Col	0.0484	0.0907	0.53329	85.93	91.11
FBtr0233338	Dlum_LM8	Damr_H5	0.0212	0.0239	0.88727	88.52	94.81
FBtr0233338	Dlum_LM8	Damr_w11	0.0191	0.0305	0.62817	88.89	94.81
FBtr0233338	Dlum_LM8	Damr_ML95	0.0128	0.0205	0.62596	90.00	95.43
FBtr0233338	Dlum_LM8	Dnov_4	0.0126	0.0441	0.28501	90.74	95.06
FBtr0233338	Dlum_LM8	Dmon_Oul	0.0585	0.0907	0.64510	81.85	90.00
FBtr0233338	Dlum_LM8	Dmon_Van	0.0607	0.1035	0.58652	82.22	89.63
FBtr0233338	Dlum_LM8	Dmon_Col	0.0484	0.0907	0.53329	84.44	90.25
FBtr0233338	Damr_H5	Damr_w11	0.0022	0.0043	0.51463	99.63	99.75
FBtr0233338	Damr_H5	Damr_ML95	0.0076	0.0178	0.42876	98.52	99.14
FBtr0233338	Damr_H5	Dnov_4	0.0150	0.0382	0.39243	96.67	98.02
FBtr0233338	Damr_H5	Dmon_Oul	0.0689	0.0966	0.71269	86.30	91.85
FBtr0233338	Damr_H5	Dmon_Van	0.0700	0.1127	0.62171	85.93	91.11
FBtr0233338	Damr_H5	Dmon_Col	0.0612	0.1011	0.60524	87.04	91.48
FBtr0233338	Damr_w11	Damr_ML95	0.0056	0.0247	0.22885	98.89	99.14
FBtr0233338	Damr_w11	Dnov_4	0.0130	0.0457	0.28548	97.04	98.02
FBtr0233338	Damr_w11	Dmon_Oul	0.0666	0.1039	0.64137	86.30	91.85
FBtr0233338	Damr_w11	Dmon_Van	0.0678	0.1199	0.56579	85.93	91.11
FBtr0233338	Damr_w11	Dmon_Col	0.0590	0.1084	0.54448	87.41	91.48
FBtr0233338	Damr_ML95	Dnov_4	0.0071	0.0387	0.18220	98.15	98.64
FBtr0233338	Damr_ML95	Dmon_Oul	0.0587	0.0965	0.60836	87.41	92.47
FBtr0233338	Damr_ML95	Dmon_Van	0.0610	0.1093	0.55761	87.04	91.73
FBtr0233338	Damr_ML95	Dmon_Col	0.0523	0.0981	0.53267	88.52	92.10
FBtr0233338	Dnov_4	Dmon_Oul	0.0583	0.1194	0.48818	87.04	91.85
FBtr0233338	Dnov_4	Dmon_Van	0.0605	0.1325	0.45694	87.41	91.36
FBtr0233338	Dnov_4	Dmon_Col	0.0519	0.1216	0.42648	88.52	91.60
FBtr0233338	Dmon_Oul	Dmon_Van	0.0096	0.0058	1.63639	97.41	98.52
FBtr0233338	Dmon_Oul	Dmon_Col	0.0096	0.0058	1.64127	96.67	97.65
FBtr0233338	Dmon_Van	Dmon_Col	0.0114	0.0119	0.95740	96.67	97.53
