TRANSCRIPT	SEQ1	SEQ2	Ka	Ks	Ka/Ks	PROT_PERCENTID	CDNA_PERCENTID
FBtr0237417	Damr_H5	Damr_w11	0.0000	0.0154	0.00100	97.46	97.35
FBtr0237417	Damr_H5	Dvir_S9	0.0000	0.0173	0.00100	96.51	95.66
FBtr0237417	Damr_H5	Dvir_87	0.0000	0.0173	0.00100	97.14	95.56
FBtr0237417	Damr_H5	Dlum_LM8	0.0000	0.0173	0.00100	96.51	95.03
FBtr0237417	Damr_H5	Dnov_4	0.0072	0.0242	0.29588	96.51	97.35
FBtr0237417	Damr_H5	Damr_ML95	0.0019	0.0086	0.21716	97.46	97.78
FBtr0237417	Damr_H5	Dmon_Col	0.0125	0.0830	0.15015	95.24	94.81
FBtr0237417	Damr_H5	Dmon_Oul	0.0107	0.0820	0.13074	95.87	94.71
FBtr0237417	Damr_H5	Dmon_Van	0.0090	0.0810	0.11085	95.87	95.13
FBtr0237417	Damr_w11	Dvir_S9	0.0000	0.0155	0.00100	97.78	95.66
FBtr0237417	Damr_w11	Dvir_87	0.0000	0.0155	0.00100	98.41	95.56
FBtr0237417	Damr_w11	Dlum_LM8	0.0000	0.0155	0.00100	97.78	95.45
FBtr0237417	Damr_w11	Dnov_4	0.0070	0.0207	0.33700	97.78	97.88
FBtr0237417	Damr_w11	Damr_ML95	0.0017	0.0054	0.31535	98.73	98.52
FBtr0237417	Damr_w11	Dmon_Col	0.0123	0.0797	0.15447	96.51	95.24
FBtr0237417	Damr_w11	Dmon_Oul	0.0106	0.0788	0.13437	97.14	95.13
FBtr0237417	Damr_w11	Dmon_Van	0.0089	0.0779	0.11381	97.14	95.56
FBtr0237417	Dvir_S9	Dvir_87	0.0000	0.0000	0.12583	99.37	99.47
FBtr0237417	Dvir_S9	Dlum_LM8	0.0000	0.0000	0.00100	98.10	96.51
FBtr0237417	Dvir_S9	Dnov_4	0.0072	0.0243	0.29435	97.46	96.08
FBtr0237417	Dvir_S9	Damr_ML95	0.0019	0.0086	0.21598	98.41	96.40
FBtr0237417	Dvir_S9	Dmon_Col	0.0124	0.0731	0.16923	96.19	94.39
FBtr0237417	Dvir_S9	Dmon_Oul	0.0107	0.0722	0.14751	96.83	94.29
FBtr0237417	Dvir_S9	Dmon_Van	0.0089	0.0713	0.12525	96.83	94.71
FBtr0237417	Dvir_87	Dlum_LM8	0.0000	0.0000	0.00100	98.73	96.72
FBtr0237417	Dvir_87	Dnov_4	0.0072	0.0243	0.29435	98.10	95.98
FBtr0237417	Dvir_87	Damr_ML95	0.0019	0.0086	0.21598	99.05	96.19
FBtr0237417	Dvir_87	Dmon_Col	0.0124	0.0731	0.16923	96.83	94.29
FBtr0237417	Dvir_87	Dmon_Oul	0.0107	0.0722	0.14751	97.46	94.18
FBtr0237417	Dvir_87	Dmon_Van	0.0089	0.0713	0.12525	97.46	94.81
FBtr0237417	Dlum_LM8	Dnov_4	0.0072	0.0243	0.29435	97.46	95.77
FBtr0237417	Dlum_LM8	Damr_ML95	0.0019	0.0086	0.21598	98.41	96.08
FBtr0237417	Dlum_LM8	Dmon_Col	0.0124	0.0731	0.16923	96.19	93.76
FBtr0237417	Dlum_LM8	Dmon_Oul	0.0107	0.0722	0.14751	96.83	93.65
FBtr0237417	Dlum_LM8	Dmon_Van	0.0089	0.0713	0.12525	96.83	94.18
FBtr0237417	Dnov_4	Damr_ML95	0.0089	0.0145	0.61545	98.41	98.73
FBtr0237417	Dnov_4	Dmon_Col	0.0196	0.0901	0.21791	96.19	95.77
FBtr0237417	Dnov_4	Dmon_Oul	0.0179	0.0893	0.20045	96.83	95.66
FBtr0237417	Dnov_4	Dmon_Van	0.0162	0.0885	0.18269	96.83	96.08
FBtr0237417	Damr_ML95	Dmon_Col	0.0142	0.0726	0.19597	97.14	96.19
FBtr0237417	Damr_ML95	Dmon_Oul	0.0125	0.0717	0.17430	97.78	96.08
FBtr0237417	Damr_ML95	Dmon_Van	0.0108	0.0708	0.15212	97.78	96.51
FBtr0237417	Dmon_Col	Dmon_Oul	0.0016	0.0000	99.00000	99.37	98.73
FBtr0237417	Dmon_Col	Dmon_Van	0.0032	0.0000	99.00000	99.05	99.05
FBtr0237417	Dmon_Oul	Dmon_Van	0.0016	0.0000	99.00000	99.37	98.52
