TRANSCRIPT	SEQ1	SEQ2	Ka	Ks	Ka/Ks	PROT_PERCENTID	CDNA_PERCENTID
FBtr0231279	Dvir_S9	Dvir_87	0.0020	0.0043	0.46163	99.61	99.74
FBtr0231279	Dvir_S9	Damr_ML95	0.0094	0.0500	0.18874	98.43	98.04
FBtr0231279	Dvir_S9	Damr_H5	0.0076	0.0758	0.09983	98.43	97.52
FBtr0231279	Dvir_S9	Dlum_LM8	0.0090	0.0383	0.23576	98.04	98.43
FBtr0231279	Dvir_S9	Dnov_4	0.0092	0.0478	0.19171	98.04	98.17
FBtr0231279	Dvir_S9	Damr_w11	0.0092	0.0479	0.19134	98.04	98.17
FBtr0231279	Dvir_S9	Dmon_Col	0.0268	0.0763	0.35198	94.90	96.08
FBtr0231279	Dvir_S9	Dmon_Van	0.0268	0.0763	0.35198	94.90	95.95
FBtr0231279	Dvir_S9	Dmon_Oul	0.0268	0.0763	0.35198	94.90	95.69
FBtr0231279	Dvir_87	Damr_ML95	0.0113	0.0449	0.25275	98.04	98.04
FBtr0231279	Dvir_87	Damr_H5	0.0095	0.0706	0.13414	98.04	97.52
FBtr0231279	Dvir_87	Dlum_LM8	0.0108	0.0327	0.33211	97.65	98.43
FBtr0231279	Dvir_87	Dnov_4	0.0110	0.0423	0.26013	97.65	98.17
FBtr0231279	Dvir_87	Damr_w11	0.0110	0.0424	0.25966	97.65	98.17
FBtr0231279	Dvir_87	Dmon_Col	0.0288	0.0710	0.40520	94.51	96.08
FBtr0231279	Dvir_87	Dmon_Van	0.0288	0.0710	0.40520	94.51	95.95
FBtr0231279	Dvir_87	Dmon_Oul	0.0288	0.0710	0.40520	94.51	95.69
FBtr0231279	Damr_ML95	Damr_H5	0.0020	0.0458	0.04280	99.61	98.56
FBtr0231279	Damr_ML95	Dlum_LM8	0.0038	0.0243	0.15475	99.22	99.08
FBtr0231279	Damr_ML95	Dnov_4	0.0038	0.0288	0.13187	99.22	98.95
FBtr0231279	Damr_ML95	Damr_w11	0.0038	0.0334	0.11423	99.22	98.82
FBtr0231279	Damr_ML95	Dmon_Col	0.0253	0.0685	0.36999	95.29	96.34
FBtr0231279	Damr_ML95	Dmon_Van	0.0253	0.0685	0.36999	95.29	96.21
FBtr0231279	Damr_ML95	Dmon_Oul	0.0253	0.0685	0.36999	95.29	95.95
FBtr0231279	Damr_H5	Dlum_LM8	0.0019	0.0414	0.04710	99.61	98.69
FBtr0231279	Damr_H5	Dnov_4	0.0019	0.0365	0.05335	99.61	98.82
FBtr0231279	Damr_H5	Damr_w11	0.0019	0.0320	0.06083	99.61	98.95
FBtr0231279	Damr_H5	Dmon_Col	0.0236	0.0771	0.30650	95.69	96.21
FBtr0231279	Damr_H5	Dmon_Van	0.0236	0.0771	0.30650	95.69	96.08
FBtr0231279	Damr_H5	Dmon_Oul	0.0236	0.0771	0.30650	95.69	95.82
FBtr0231279	Dlum_LM8	Dnov_4	0.0000	0.0131	0.00100	100.00	99.61
FBtr0231279	Dlum_LM8	Damr_w11	0.0000	0.0087	0.00100	100.00	99.74
FBtr0231279	Dlum_LM8	Dmon_Col	0.0214	0.0482	0.44372	96.08	97.12
FBtr0231279	Dlum_LM8	Dmon_Van	0.0214	0.0482	0.44372	96.08	96.99
FBtr0231279	Dlum_LM8	Dmon_Oul	0.0214	0.0482	0.44372	96.08	96.73
FBtr0231279	Dnov_4	Damr_w11	0.0000	0.0130	0.00100	100.00	99.61
FBtr0231279	Dnov_4	Dmon_Col	0.0214	0.0479	0.44783	96.08	97.12
FBtr0231279	Dnov_4	Dmon_Van	0.0214	0.0479	0.44783	96.08	96.99
FBtr0231279	Dnov_4	Dmon_Oul	0.0214	0.0479	0.44783	96.08	96.73
FBtr0231279	Damr_w11	Dmon_Col	0.0214	0.0479	0.44755	96.08	97.12
FBtr0231279	Damr_w11	Dmon_Van	0.0214	0.0479	0.44755	96.08	96.99
FBtr0231279	Damr_w11	Dmon_Oul	0.0214	0.0479	0.44755	96.08	96.73
FBtr0231279	Dmon_Col	Dmon_Van	0.0000	0.0000	99.00000	100.00	99.87
FBtr0231279	Dmon_Col	Dmon_Oul	0.0000	0.0000	99.00000	99.61	99.48
FBtr0231279	Dmon_Van	Dmon_Oul	0.0000	0.0000	99.00000	99.61	99.61
