TRANSCRIPT	SEQ1	SEQ2	Ka	Ks	Ka/Ks	PROT_PERCENTID	CDNA_PERCENTID
FBtr0438423	Damr_H5	Damr_ML95	0.0000	0.0000	0.41602	100.00	100.00
FBtr0438423	Damr_H5	Damr_w11	0.0000	0.0000	0.31797	100.00	100.00
FBtr0438423	Damr_H5	Dnov_4	0.0043	0.0057	0.75467	99.10	99.55
FBtr0438423	Damr_H5	Dlum_LM8	0.0083	0.0266	0.31089	97.74	98.04
FBtr0438423	Damr_H5	Dvir_S9	0.0287	0.1182	0.24269	94.12	95.02
FBtr0438423	Damr_H5	Dvir_87	0.0308	0.0854	0.36007	94.12	95.48
FBtr0438423	Damr_H5	Dmon_Col	0.0555	0.1521	0.36465	87.33	92.31
FBtr0438423	Damr_H5	Dmon_Oul	0.0581	0.1478	0.39277	86.88	92.01
FBtr0438423	Damr_ML95	Damr_w11	0.0000	0.0000	0.00100	100.00	100.00
FBtr0438423	Damr_ML95	Dnov_4	0.0043	0.0057	0.75467	99.10	99.55
FBtr0438423	Damr_ML95	Dlum_LM8	0.0083	0.0266	0.31089	97.74	98.04
FBtr0438423	Damr_ML95	Dvir_S9	0.0287	0.1182	0.24269	94.12	95.02
FBtr0438423	Damr_ML95	Dvir_87	0.0308	0.0854	0.36007	94.12	95.48
FBtr0438423	Damr_ML95	Dmon_Col	0.0555	0.1521	0.36465	87.33	92.31
FBtr0438423	Damr_ML95	Dmon_Oul	0.0581	0.1478	0.39277	86.88	92.01
FBtr0438423	Damr_w11	Dnov_4	0.0043	0.0057	0.75467	99.10	99.55
FBtr0438423	Damr_w11	Dlum_LM8	0.0083	0.0266	0.31089	97.74	98.04
FBtr0438423	Damr_w11	Dvir_S9	0.0287	0.1182	0.24269	94.12	95.02
FBtr0438423	Damr_w11	Dvir_87	0.0308	0.0854	0.36007	94.12	95.48
FBtr0438423	Damr_w11	Dmon_Col	0.0555	0.1521	0.36465	87.33	92.31
FBtr0438423	Damr_w11	Dmon_Oul	0.0581	0.1478	0.39277	86.88	92.01
FBtr0438423	Dnov_4	Dlum_LM8	0.0079	0.0388	0.20382	97.74	97.89
FBtr0438423	Dnov_4	Dvir_S9	0.0333	0.1246	0.26691	93.21	94.57
FBtr0438423	Dnov_4	Dvir_87	0.0353	0.0921	0.38324	93.21	95.02
FBtr0438423	Dnov_4	Dmon_Col	0.0551	0.1661	0.33170	87.78	92.16
FBtr0438423	Dnov_4	Dmon_Oul	0.0577	0.1613	0.35739	87.33	91.86
FBtr0438423	Dlum_LM8	Dvir_S9	0.0299	0.1319	0.22691	93.21	94.57
FBtr0438423	Dlum_LM8	Dvir_87	0.0317	0.0968	0.32771	93.21	95.02
FBtr0438423	Dlum_LM8	Dmon_Col	0.0498	0.1603	0.31041	88.24	92.46
FBtr0438423	Dlum_LM8	Dmon_Oul	0.0523	0.1546	0.33811	87.78	92.31
FBtr0438423	Dvir_S9	Dvir_87	0.0021	0.0240	0.08860	99.55	99.25
FBtr0438423	Dvir_S9	Dmon_Col	0.0666	0.2415	0.27571	85.52	90.65
FBtr0438423	Dvir_S9	Dmon_Oul	0.0641	0.2454	0.26122	85.97	90.65
FBtr0438423	Dvir_87	Dmon_Col	0.0677	0.2045	0.33087	85.52	91.10
FBtr0438423	Dvir_87	Dmon_Oul	0.0651	0.2083	0.31282	85.97	91.10
FBtr0438423	Dmon_Col	Dmon_Oul	0.0025	0.0000	99.00000	99.55	99.40
