TRANSCRIPT	SEQ1	SEQ2	Ka	Ks	Ka/Ks	PROT_PERCENTID	CDNA_PERCENTID
FBtr0442707	Damr_H5	Damr_ML95	0.0000	0.0040	0.00100	100.00	99.86
FBtr0442707	Damr_H5	Damr_w11	0.0035	0.0000	99.00000	99.13	99.71
FBtr0442707	Damr_H5	Dnov_4	0.0036	0.0090	0.39866	99.13	99.57
FBtr0442707	Damr_H5	Dlum_LM8	0.0140	0.0001	99.00000	94.37	97.84
FBtr0442707	Damr_H5	Dvir_S9	0.0329	0.0628	0.52379	91.34	95.53
FBtr0442707	Damr_H5	Dvir_87	0.0335	0.0602	0.55621	91.34	95.53
FBtr0442707	Damr_ML95	Damr_w11	0.0036	0.0089	0.40510	99.13	99.57
FBtr0442707	Damr_ML95	Dnov_4	0.0037	0.0153	0.24374	99.13	99.42
FBtr0442707	Damr_ML95	Dlum_LM8	0.0143	0.0095	1.51675	94.37	97.69
FBtr0442707	Damr_ML95	Dvir_S9	0.0330	0.0688	0.47983	91.34	95.38
FBtr0442707	Damr_ML95	Dvir_87	0.0336	0.0661	0.50863	91.34	95.38
FBtr0442707	Damr_w11	Dnov_4	0.0036	0.0090	0.40009	99.13	99.57
FBtr0442707	Damr_w11	Dlum_LM8	0.0106	0.0001	99.00000	95.24	98.12
FBtr0442707	Damr_w11	Dvir_S9	0.0293	0.0596	0.49146	92.21	95.82
FBtr0442707	Damr_w11	Dvir_87	0.0299	0.0570	0.52423	92.21	95.82
FBtr0442707	Dnov_4	Dlum_LM8	0.0110	0.0086	1.27965	95.24	97.98
FBtr0442707	Dnov_4	Dvir_S9	0.0294	0.0650	0.45196	92.21	95.67
FBtr0442707	Dnov_4	Dvir_87	0.0300	0.0623	0.48151	92.21	95.67
FBtr0442707	Dlum_LM8	Dvir_S9	0.0177	0.0505	0.35140	94.37	96.25
FBtr0442707	Dlum_LM8	Dvir_87	0.0183	0.0477	0.38481	94.37	96.25
FBtr0442707	Dvir_S9	Dvir_87	0.0000	0.0196	0.00100	100.00	99.71
