TRANSCRIPT	SEQ1	SEQ2	Ka	Ks	Ka/Ks	PROT_PERCENTID	CDNA_PERCENTID
FBtr0233216	Dvir_S9	Dvir_87	0.0000	0.0241	0.00100	99.59	99.18
FBtr0233216	Dvir_S9	Dlum_LM8	0.0000	0.0241	0.00100	97.33	96.03
FBtr0233216	Dvir_S9	Damr_H5	0.0057	0.0696	0.08186	97.13	95.48
FBtr0233216	Dvir_S9	Dnov_4	0.0091	0.0710	0.12772	96.71	95.69
FBtr0233216	Dvir_S9	Damr_ML95	0.0057	0.0786	0.07202	97.13	95.48
FBtr0233216	Dvir_S9	Damr_w11	0.0080	0.0668	0.11911	96.30	95.00
FBtr0233216	Dvir_S9	Dmon_Oul	0.0121	0.0817	0.14856	93.63	93.77
FBtr0233216	Dvir_S9	Dmon_Van	0.0121	0.0817	0.14856	95.28	94.25
FBtr0233216	Dvir_S9	Dmon_Col	0.0121	0.0817	0.14856	94.46	93.50
FBtr0233216	Dvir_87	Dlum_LM8	0.0000	0.0000	0.00100	97.33	96.44
FBtr0233216	Dvir_87	Damr_H5	0.0056	0.0661	0.08428	96.71	95.21
FBtr0233216	Dvir_87	Dnov_4	0.0089	0.0671	0.13248	96.30	95.41
FBtr0233216	Dvir_87	Damr_ML95	0.0055	0.0751	0.07376	96.71	95.21
FBtr0233216	Dvir_87	Damr_w11	0.0078	0.0629	0.12361	95.89	94.73
FBtr0233216	Dvir_87	Dmon_Oul	0.0120	0.0842	0.14255	93.22	93.57
FBtr0233216	Dvir_87	Dmon_Van	0.0120	0.0842	0.14255	94.87	94.05
FBtr0233216	Dvir_87	Dmon_Col	0.0120	0.0842	0.14255	94.05	93.29
FBtr0233216	Dlum_LM8	Damr_H5	0.0056	0.0661	0.08428	95.89	94.25
FBtr0233216	Dlum_LM8	Dnov_4	0.0089	0.0671	0.13248	95.28	94.32
FBtr0233216	Dlum_LM8	Damr_ML95	0.0055	0.0751	0.07376	95.89	94.25
FBtr0233216	Dlum_LM8	Damr_w11	0.0078	0.0629	0.12361	95.07	93.77
FBtr0233216	Dlum_LM8	Dmon_Oul	0.0120	0.0842	0.14255	92.40	92.40
FBtr0233216	Dlum_LM8	Dmon_Van	0.0120	0.0842	0.14255	94.05	92.88
FBtr0233216	Dlum_LM8	Dmon_Col	0.0120	0.0842	0.14255	93.22	92.13
FBtr0233216	Damr_H5	Dnov_4	0.0060	0.0555	0.10809	98.15	97.60
FBtr0233216	Damr_H5	Damr_ML95	0.0048	0.0337	0.14138	98.36	98.15
FBtr0233216	Damr_H5	Damr_w11	0.0068	0.0453	0.14973	97.74	97.19
FBtr0233216	Damr_H5	Dmon_Oul	0.0124	0.1048	0.11815	94.05	94.25
FBtr0233216	Damr_H5	Dmon_Van	0.0124	0.1048	0.11815	95.69	94.73
FBtr0233216	Damr_H5	Dmon_Col	0.0124	0.1048	0.11815	94.87	94.05
FBtr0233216	Dnov_4	Damr_ML95	0.0081	0.0631	0.12910	98.15	97.81
FBtr0233216	Dnov_4	Damr_w11	0.0106	0.0552	0.19122	97.13	97.13
FBtr0233216	Dnov_4	Dmon_Oul	0.0158	0.1061	0.14851	93.43	94.32
FBtr0233216	Dnov_4	Dmon_Van	0.0158	0.1061	0.14851	95.07	94.73
FBtr0233216	Dnov_4	Dmon_Col	0.0158	0.1061	0.14851	94.25	93.98
FBtr0233216	Damr_ML95	Damr_w11	0.0066	0.0446	0.14864	97.74	97.81
FBtr0233216	Damr_ML95	Dmon_Oul	0.0124	0.1179	0.10481	94.25	94.18
FBtr0233216	Damr_ML95	Dmon_Van	0.0124	0.1179	0.10481	95.89	94.66
FBtr0233216	Damr_ML95	Dmon_Col	0.0124	0.1179	0.10481	95.07	93.84
FBtr0233216	Damr_w11	Dmon_Oul	0.0137	0.1053	0.12973	93.63	93.91
FBtr0233216	Damr_w11	Dmon_Van	0.0137	0.1053	0.12973	95.28	94.39
FBtr0233216	Damr_w11	Dmon_Col	0.0137	0.1053	0.12973	94.46	93.57
FBtr0233216	Dmon_Oul	Dmon_Van	0.0000	0.0000	0.05859	98.36	98.84
FBtr0233216	Dmon_Oul	Dmon_Col	0.0000	0.0000	0.00100	97.13	98.15
FBtr0233216	Dmon_Van	Dmon_Col	0.0000	0.0000	0.00100	98.77	98.90
