TRANSCRIPT	SEQ1	SEQ2	Ka	Ks	Ka/Ks	PROT_PERCENTID	CDNA_PERCENTID
FBtr0443103	Damr_ML95	Damr_w11	0.0018	0.0034	0.54329	99.32	99.54
FBtr0443103	Damr_ML95	Damr_H5	0.0018	0.0000	99.00000	98.63	99.43
FBtr0443103	Damr_ML95	Dnov_4	0.0018	0.0034	0.54245	98.63	99.43
FBtr0443103	Damr_ML95	Dvir_S9	0.0127	0.0303	0.41861	96.59	98.07
FBtr0443103	Damr_ML95	Dvir_87	0.0128	0.0243	0.52749	96.59	98.18
FBtr0443103	Damr_ML95	Dlum_LM8	0.0128	0.0243	0.52749	95.90	97.84
FBtr0443103	Damr_w11	Damr_H5	0.0037	0.0034	1.08678	97.95	98.98
FBtr0443103	Damr_w11	Dnov_4	0.0037	0.0068	0.54080	98.63	99.20
FBtr0443103	Damr_w11	Dvir_S9	0.0145	0.0337	0.43165	96.25	97.72
FBtr0443103	Damr_w11	Dvir_87	0.0147	0.0279	0.52805	96.25	97.84
FBtr0443103	Damr_w11	Dlum_LM8	0.0147	0.0279	0.52805	95.56	97.50
FBtr0443103	Damr_H5	Dnov_4	0.0000	0.0034	0.00100	98.63	99.32
FBtr0443103	Damr_H5	Dvir_S9	0.0110	0.0315	0.34825	95.90	97.72
FBtr0443103	Damr_H5	Dvir_87	0.0111	0.0253	0.43828	95.90	97.84
FBtr0443103	Damr_H5	Dlum_LM8	0.0111	0.0253	0.43828	95.22	97.50
FBtr0443103	Dnov_4	Dvir_S9	0.0111	0.0359	0.30766	96.25	97.84
FBtr0443103	Dnov_4	Dvir_87	0.0112	0.0297	0.37638	96.25	97.95
FBtr0443103	Dnov_4	Dlum_LM8	0.0112	0.0297	0.37638	95.56	97.61
FBtr0443103	Dvir_S9	Dvir_87	0.0000	0.0057	0.00100	100.00	99.89
FBtr0443103	Dvir_S9	Dlum_LM8	0.0000	0.0057	0.00100	98.63	99.20
FBtr0443103	Dvir_87	Dlum_LM8	0.0000	0.0000	0.14562	98.63	99.32
