TRANSCRIPT	SEQ1	SEQ2	Ka	Ks	Ka/Ks	PROT_PERCENTID	CDNA_PERCENTID
FBtr0437292	Damr_w11	Dnov_4	0.0041	0.0262	0.15688	99.05	99.21
FBtr0437292	Damr_w11	Damr_ML95	0.0094	0.0059	1.57553	98.10	99.21
FBtr0437292	Damr_w11	Damr_H5	0.0038	0.0130	0.28920	99.05	99.52
FBtr0437292	Damr_w11	Dlum_LM8	0.0152	0.0700	0.21678	96.67	97.46
FBtr0437292	Damr_w11	Dvir_S9	0.0552	0.1293	0.42687	89.05	93.65
FBtr0437292	Damr_w11	Dvir_87	0.0528	0.1386	0.38100	89.05	93.65
FBtr0437292	Damr_w11	Dmon_Col	0.0936	0.1823	0.51342	80.48	89.37
FBtr0437292	Damr_w11	Dmon_Oul	0.0944	0.2025	0.46601	80.95	89.05
FBtr0437292	Dnov_4	Damr_ML95	0.0094	0.0238	0.39731	98.10	98.73
FBtr0437292	Dnov_4	Damr_H5	0.0039	0.0422	0.09323	99.05	99.05
FBtr0437292	Dnov_4	Dlum_LM8	0.0153	0.0773	0.19736	96.67	97.30
FBtr0437292	Dnov_4	Dvir_S9	0.0553	0.1383	0.40015	89.05	93.49
FBtr0437292	Dnov_4	Dvir_87	0.0529	0.1475	0.35876	89.05	93.49
FBtr0437292	Dnov_4	Dmon_Col	0.0911	0.2148	0.42414	80.95	89.05
FBtr0437292	Dnov_4	Dmon_Oul	0.0907	0.2416	0.37523	81.43	88.73
FBtr0437292	Damr_ML95	Damr_H5	0.0088	0.0141	0.62321	98.10	99.05
FBtr0437292	Damr_ML95	Dlum_LM8	0.0207	0.0683	0.30268	95.71	96.98
FBtr0437292	Damr_ML95	Dvir_S9	0.0559	0.1348	0.41484	88.57	93.49
FBtr0437292	Damr_ML95	Dvir_87	0.0535	0.1438	0.37200	88.57	93.49
FBtr0437292	Damr_ML95	Dmon_Col	0.0945	0.1892	0.49942	80.00	89.21
FBtr0437292	Damr_ML95	Dmon_Oul	0.0940	0.2148	0.43735	80.48	88.89
FBtr0437292	Damr_H5	Dlum_LM8	0.0109	0.0772	0.14062	97.62	97.62
FBtr0437292	Damr_H5	Dvir_S9	0.0507	0.1387	0.36534	90.00	93.81
FBtr0437292	Damr_H5	Dvir_87	0.0483	0.1480	0.32606	90.00	93.81
FBtr0437292	Damr_H5	Dmon_Col	0.0901	0.1761	0.51201	80.95	89.68
FBtr0437292	Damr_H5	Dmon_Oul	0.0896	0.2010	0.44575	81.43	89.37
FBtr0437292	Dlum_LM8	Dvir_S9	0.0492	0.1134	0.43398	90.48	94.29
FBtr0437292	Dlum_LM8	Dvir_87	0.0468	0.1221	0.38306	90.48	94.29
FBtr0437292	Dlum_LM8	Dmon_Col	0.0913	0.1710	0.53389	80.48	89.68
FBtr0437292	Dlum_LM8	Dmon_Oul	0.0908	0.1955	0.46438	80.95	89.37
FBtr0437292	Dvir_S9	Dvir_87	0.0063	0.0082	0.76759	98.57	99.37
FBtr0437292	Dvir_S9	Dmon_Col	0.0853	0.1884	0.45275	81.90	89.84
FBtr0437292	Dvir_S9	Dmon_Oul	0.0848	0.2030	0.41760	82.38	89.68
FBtr0437292	Dvir_87	Dmon_Col	0.0883	0.1942	0.45457	81.43	89.52
FBtr0437292	Dvir_87	Dmon_Oul	0.0877	0.2087	0.42044	81.90	89.37
FBtr0437292	Dmon_Col	Dmon_Oul	0.0000	0.0253	0.00100	98.57	98.73
