TRANSCRIPT	SEQ1	SEQ2	Ka	Ks	Ka/Ks	PROT_PERCENTID	CDNA_PERCENTID
FBtr0239696	Dvir_S9	Dvir_87	0.0000	0.0175	0.00100	100.00	99.52
FBtr0239696	Dvir_S9	Dlum_LM8	0.0000	0.0173	0.00100	98.79	97.10
FBtr0239696	Dvir_S9	Damr_ML95	0.0049	0.0851	0.05772	97.83	96.30
FBtr0239696	Dvir_S9	Damr_w11	0.0049	0.0851	0.05772	97.58	96.05
FBtr0239696	Dvir_S9	Damr_H5	0.0062	0.0892	0.06917	97.58	96.05
FBtr0239696	Dvir_S9	Dnov_4	0.0074	0.0789	0.09366	97.10	96.14
FBtr0239696	Dvir_S9	Dmon_Col	0.0143	0.0765	0.18635	95.17	94.36
FBtr0239696	Dvir_S9	Dmon_Van	0.0144	0.0700	0.20531	95.41	93.80
FBtr0239696	Dvir_S9	Dmon_Oul	0.0143	0.0765	0.18635	94.93	93.72
FBtr0239696	Dvir_87	Dlum_LM8	0.0000	0.0000	0.00100	98.79	97.50
FBtr0239696	Dvir_87	Damr_ML95	0.0050	0.0628	0.07995	97.83	96.30
FBtr0239696	Dvir_87	Damr_w11	0.0050	0.0628	0.07995	97.58	96.05
FBtr0239696	Dvir_87	Damr_H5	0.0063	0.0672	0.09373	97.58	96.05
FBtr0239696	Dvir_87	Dnov_4	0.0076	0.0576	0.13117	97.10	96.14
FBtr0239696	Dvir_87	Dmon_Col	0.0144	0.0704	0.20385	95.17	94.20
FBtr0239696	Dvir_87	Dmon_Van	0.0145	0.0641	0.22598	95.41	93.64
FBtr0239696	Dvir_87	Dmon_Oul	0.0144	0.0704	0.20385	94.93	93.64
FBtr0239696	Dlum_LM8	Damr_ML95	0.0050	0.0628	0.07995	97.58	95.65
FBtr0239696	Dlum_LM8	Damr_w11	0.0050	0.0628	0.07995	97.34	95.41
FBtr0239696	Dlum_LM8	Damr_H5	0.0063	0.0672	0.09373	97.34	95.33
FBtr0239696	Dlum_LM8	Dnov_4	0.0076	0.0576	0.13117	96.86	95.49
FBtr0239696	Dlum_LM8	Dmon_Col	0.0144	0.0704	0.20385	94.69	93.40
FBtr0239696	Dlum_LM8	Dmon_Van	0.0145	0.0641	0.22598	94.93	93.08
FBtr0239696	Dlum_LM8	Dmon_Oul	0.0144	0.0704	0.20385	94.44	92.91
FBtr0239696	Damr_ML95	Damr_w11	0.0000	0.0000	0.00100	99.76	99.76
FBtr0239696	Damr_ML95	Damr_H5	0.0039	0.0205	0.19192	99.28	99.11
FBtr0239696	Damr_ML95	Dnov_4	0.0050	0.0241	0.20723	98.79	99.19
FBtr0239696	Damr_ML95	Dmon_Col	0.0168	0.0982	0.17077	95.17	94.85
FBtr0239696	Damr_ML95	Dmon_Van	0.0169	0.0914	0.18461	95.17	94.36
FBtr0239696	Damr_ML95	Dmon_Oul	0.0168	0.0982	0.17077	94.93	94.28
FBtr0239696	Damr_w11	Damr_H5	0.0039	0.0205	0.19192	99.03	98.87
FBtr0239696	Damr_w11	Dnov_4	0.0050	0.0241	0.20723	98.55	98.95
FBtr0239696	Damr_w11	Dmon_Col	0.0168	0.0982	0.17077	94.93	94.61
FBtr0239696	Damr_w11	Dmon_Van	0.0169	0.0914	0.18461	94.93	94.12
FBtr0239696	Damr_w11	Dmon_Oul	0.0168	0.0982	0.17077	94.69	94.04
FBtr0239696	Damr_H5	Dnov_4	0.0063	0.0285	0.22025	98.55	98.79
FBtr0239696	Damr_H5	Dmon_Col	0.0181	0.1030	0.17578	94.93	94.44
FBtr0239696	Damr_H5	Dmon_Van	0.0182	0.0962	0.18929	94.93	94.12
FBtr0239696	Damr_H5	Dmon_Oul	0.0181	0.1030	0.17578	94.69	93.96
FBtr0239696	Dnov_4	Dmon_Col	0.0194	0.0932	0.20814	94.44	94.69
FBtr0239696	Dnov_4	Dmon_Van	0.0195	0.0866	0.22531	94.44	94.20
FBtr0239696	Dnov_4	Dmon_Oul	0.0194	0.0932	0.20814	94.20	94.12
FBtr0239696	Dmon_Col	Dmon_Van	0.0000	0.0059	0.00100	99.28	98.23
FBtr0239696	Dmon_Col	Dmon_Oul	0.0000	0.0000	0.13202	98.31	97.58
FBtr0239696	Dmon_Van	Dmon_Oul	0.0000	0.0060	0.00100	98.07	97.67
