TRANSCRIPT	SEQ1	SEQ2	Ka	Ks	Ka/Ks	PROT_PERCENTID	CDNA_PERCENTID
FBtr0226910	Damr_H5	Damr_w11	0.0106	0.0275	0.38647	96.46	97.95
FBtr0226910	Damr_H5	Damr_ML95	0.0117	0.0592	0.19782	96.64	97.45
FBtr0226910	Damr_H5	Dnov_4	0.0096	0.0375	0.25569	97.01	97.82
FBtr0226910	Damr_H5	Dmon_Col	0.0173	0.1041	0.16649	92.91	93.28
FBtr0226910	Damr_H5	Dmon_Van	0.0174	0.1103	0.15790	92.91	93.22
FBtr0226910	Damr_H5	Dmon_Oul	0.0160	0.1050	0.15233	93.10	93.72
FBtr0226910	Damr_H5	Dvir_S9	0.0167	0.0776	0.21481	94.40	94.40
FBtr0226910	Damr_H5	Dvir_87	0.0156	0.0529	0.29508	94.78	95.27
FBtr0226910	Damr_H5	Dlum_LM8	0.0086	0.0367	0.23435	90.11	92.66
FBtr0226910	Damr_w11	Damr_ML95	0.0095	0.0425	0.22306	97.57	98.01
FBtr0226910	Damr_w11	Dnov_4	0.0113	0.0266	0.42684	96.83	97.95
FBtr0226910	Damr_w11	Dmon_Col	0.0195	0.1129	0.17261	93.10	93.28
FBtr0226910	Damr_w11	Dmon_Van	0.0195	0.1127	0.17299	93.10	93.22
FBtr0226910	Damr_w11	Dmon_Oul	0.0183	0.1020	0.17990	93.28	93.84
FBtr0226910	Damr_w11	Dvir_S9	0.0191	0.0751	0.25427	94.40	94.28
FBtr0226910	Damr_w11	Dvir_87	0.0181	0.0508	0.35576	94.96	95.27
FBtr0226910	Damr_w11	Dlum_LM8	0.0086	0.0366	0.23531	90.49	92.85
FBtr0226910	Damr_ML95	Dnov_4	0.0085	0.0308	0.27623	98.51	98.69
FBtr0226910	Damr_ML95	Dmon_Col	0.0205	0.1413	0.14524	93.66	92.97
FBtr0226910	Damr_ML95	Dmon_Van	0.0205	0.1379	0.14854	93.66	92.97
FBtr0226910	Damr_ML95	Dmon_Oul	0.0215	0.1360	0.15786	93.28	93.35
FBtr0226910	Damr_ML95	Dvir_S9	0.0223	0.0842	0.26464	94.40	94.34
FBtr0226910	Damr_ML95	Dvir_87	0.0213	0.0656	0.32411	95.15	95.34
FBtr0226910	Damr_ML95	Dlum_LM8	0.0118	0.0512	0.23068	90.86	92.85
FBtr0226910	Dnov_4	Dmon_Col	0.0162	0.1084	0.14973	94.22	93.78
FBtr0226910	Dnov_4	Dmon_Van	0.0162	0.1082	0.15008	94.22	93.72
FBtr0226910	Dnov_4	Dmon_Oul	0.0171	0.1002	0.17112	93.84	94.22
FBtr0226910	Dnov_4	Dvir_S9	0.0157	0.0588	0.26684	95.15	95.21
FBtr0226910	Dnov_4	Dvir_87	0.0147	0.0347	0.42361	95.90	96.27
FBtr0226910	Dnov_4	Dlum_LM8	0.0052	0.0213	0.24545	91.60	93.78
FBtr0226910	Dmon_Col	Dmon_Van	0.0000	0.0093	0.00100	98.69	98.82
FBtr0226910	Dmon_Col	Dmon_Oul	0.0035	0.0079	0.44336	97.95	98.45
FBtr0226910	Dmon_Col	Dvir_S9	0.0193	0.1005	0.19218	92.91	93.10
FBtr0226910	Dmon_Col	Dvir_87	0.0183	0.0757	0.24155	93.28	94.09
FBtr0226910	Dmon_Col	Dlum_LM8	0.0129	0.0867	0.14898	88.62	90.92
FBtr0226910	Dmon_Van	Dmon_Oul	0.0035	0.0079	0.44371	98.69	98.63
FBtr0226910	Dmon_Van	Dvir_S9	0.0193	0.0941	0.20485	92.91	93.22
FBtr0226910	Dmon_Van	Dvir_87	0.0183	0.0756	0.24195	93.28	94.03
FBtr0226910	Dmon_Van	Dlum_LM8	0.0129	0.0865	0.14933	88.62	90.92
FBtr0226910	Dmon_Oul	Dvir_S9	0.0158	0.0919	0.17172	93.47	93.72
FBtr0226910	Dmon_Oul	Dvir_87	0.0147	0.0672	0.21902	93.84	94.65
FBtr0226910	Dmon_Oul	Dlum_LM8	0.0118	0.0763	0.15454	88.81	91.11
FBtr0226910	Dvir_S9	Dvir_87	0.0011	0.0223	0.04841	98.32	97.95
FBtr0226910	Dvir_S9	Dlum_LM8	0.0104	0.0365	0.28560	90.11	92.23
FBtr0226910	Dvir_87	Dlum_LM8	0.0096	0.0132	0.72387	91.42	93.91
