TRANSCRIPT	SEQ1	SEQ2	Ka	Ks	Ka/Ks	PROT_PERCENTID	CDNA_PERCENTID
FBtr0225996	Dvir_S9	Dvir_87	0.0000	0.0000	0.00100	100.00	99.82
FBtr0225996	Dvir_S9	Dlum_LM8	0.0000	0.0000	0.00100	99.09	99.21
FBtr0225996	Dvir_S9	Damr_H5	0.0078	0.0983	0.07978	97.46	96.56
FBtr0225996	Dvir_S9	Damr_w11	0.0078	0.0983	0.07978	97.46	96.56
FBtr0225996	Dvir_S9	Damr_ML95	0.0078	0.1026	0.07601	97.64	96.50
FBtr0225996	Dvir_S9	Dnov_4	0.0078	0.1046	0.07477	97.64	96.62
FBtr0225996	Dvir_S9	Dmon_Col	0.0321	0.1900	0.16889	92.39	92.69
FBtr0225996	Dvir_S9	Dmon_Van	0.0321	0.1900	0.16889	92.39	92.63
FBtr0225996	Dvir_S9	Dmon_Oul	0.0321	0.1899	0.16900	92.57	92.75
FBtr0225996	Dvir_87	Dlum_LM8	0.0000	0.0000	0.00100	99.09	99.21
FBtr0225996	Dvir_87	Damr_H5	0.0078	0.0983	0.07978	97.46	96.50
FBtr0225996	Dvir_87	Damr_w11	0.0078	0.0983	0.07978	97.46	96.50
FBtr0225996	Dvir_87	Damr_ML95	0.0078	0.1026	0.07601	97.64	96.44
FBtr0225996	Dvir_87	Dnov_4	0.0078	0.1046	0.07477	97.64	96.56
FBtr0225996	Dvir_87	Dmon_Col	0.0321	0.1900	0.16889	92.39	92.51
FBtr0225996	Dvir_87	Dmon_Van	0.0321	0.1900	0.16889	92.39	92.45
FBtr0225996	Dvir_87	Dmon_Oul	0.0321	0.1899	0.16900	92.57	92.57
FBtr0225996	Dlum_LM8	Damr_H5	0.0078	0.0983	0.07978	97.46	96.20
FBtr0225996	Dlum_LM8	Damr_w11	0.0078	0.0983	0.07978	97.46	96.20
FBtr0225996	Dlum_LM8	Damr_ML95	0.0078	0.1026	0.07601	97.64	96.14
FBtr0225996	Dlum_LM8	Dnov_4	0.0078	0.1046	0.07477	97.64	96.26
FBtr0225996	Dlum_LM8	Dmon_Col	0.0321	0.1900	0.16889	92.21	92.33
FBtr0225996	Dlum_LM8	Dmon_Van	0.0321	0.1900	0.16889	92.21	92.27
FBtr0225996	Dlum_LM8	Dmon_Oul	0.0321	0.1899	0.16900	92.39	92.39
FBtr0225996	Damr_H5	Damr_w11	0.0000	0.0000	0.00100	99.82	99.82
FBtr0225996	Damr_H5	Damr_ML95	0.0000	0.0033	0.00100	99.82	99.70
FBtr0225996	Damr_H5	Dnov_4	0.0000	0.0060	0.00100	99.82	99.70
FBtr0225996	Damr_H5	Dmon_Col	0.0289	0.1663	0.17361	93.30	93.48
FBtr0225996	Damr_H5	Dmon_Van	0.0289	0.1663	0.17361	93.30	93.42
FBtr0225996	Damr_H5	Dmon_Oul	0.0289	0.1663	0.17373	93.48	93.54
FBtr0225996	Damr_w11	Damr_ML95	0.0000	0.0034	0.00100	99.82	99.76
FBtr0225996	Damr_w11	Dnov_4	0.0000	0.0058	0.00100	99.82	99.70
FBtr0225996	Damr_w11	Dmon_Col	0.0289	0.1663	0.17361	93.30	93.48
FBtr0225996	Damr_w11	Dmon_Van	0.0289	0.1663	0.17361	93.30	93.42
FBtr0225996	Damr_w11	Dmon_Oul	0.0289	0.1663	0.17373	93.48	93.54
FBtr0225996	Damr_ML95	Dnov_4	0.0000	0.0102	0.00100	100.00	99.64
FBtr0225996	Damr_ML95	Dmon_Col	0.0288	0.1709	0.16854	93.48	93.42
FBtr0225996	Damr_ML95	Dmon_Van	0.0288	0.1709	0.16854	93.48	93.36
FBtr0225996	Damr_ML95	Dmon_Oul	0.0288	0.1708	0.16866	93.66	93.48
FBtr0225996	Dnov_4	Dmon_Col	0.0289	0.1730	0.16676	93.48	93.54
FBtr0225996	Dnov_4	Dmon_Van	0.0289	0.1730	0.16676	93.48	93.48
FBtr0225996	Dnov_4	Dmon_Oul	0.0289	0.1729	0.16688	93.66	93.60
FBtr0225996	Dmon_Col	Dmon_Van	0.0000	0.0000	0.00100	99.64	99.70
FBtr0225996	Dmon_Col	Dmon_Oul	0.0010	0.0000	99.00000	99.46	99.58
FBtr0225996	Dmon_Van	Dmon_Oul	0.0010	0.0000	99.00000	99.46	99.52
