TRANSCRIPT	SEQ1	SEQ2	Ka	Ks	Ka/Ks	PROT_PERCENTID	CDNA_PERCENTID
FBtr0229827	Damr_ML95	Damr_w11	0.0000	0.0444	0.00100	99.87	98.79
FBtr0229827	Damr_ML95	Dnov_4	0.0006	0.0426	0.01459	99.87	98.88
FBtr0229827	Damr_ML95	Damr_H5	0.0012	0.0311	0.03924	99.61	98.84
FBtr0229827	Damr_ML95	Dvir_S9	0.0032	0.0613	0.05221	99.48	98.15
FBtr0229827	Damr_ML95	Dvir_87	0.0038	0.0620	0.06176	99.35	98.06
FBtr0229827	Damr_ML95	Dlum_LM8	0.0030	0.0372	0.08182	99.48	98.62
FBtr0229827	Damr_ML95	Dmon_Col	0.0094	0.0874	0.10758	98.19	96.33
FBtr0229827	Damr_ML95	Dmon_Van	0.0094	0.0874	0.10758	98.19	96.51
FBtr0229827	Damr_ML95	Dmon_Oul	0.0094	0.0864	0.10932	98.45	96.55
FBtr0229827	Damr_w11	Dnov_4	0.0006	0.0289	0.02114	99.74	99.14
FBtr0229827	Damr_w11	Damr_H5	0.0012	0.0289	0.04134	99.61	98.84
FBtr0229827	Damr_w11	Dvir_S9	0.0032	0.0676	0.04663	99.35	97.97
FBtr0229827	Damr_w11	Dvir_87	0.0038	0.0716	0.05288	99.22	97.80
FBtr0229827	Damr_w11	Dlum_LM8	0.0030	0.0452	0.06656	99.35	98.45
FBtr0229827	Damr_w11	Dmon_Col	0.0093	0.1048	0.08892	98.32	96.03
FBtr0229827	Damr_w11	Dmon_Van	0.0093	0.1048	0.08892	98.32	96.21
FBtr0229827	Damr_w11	Dmon_Oul	0.0094	0.1037	0.09020	98.58	96.33
FBtr0229827	Dnov_4	Damr_H5	0.0006	0.0206	0.02998	99.74	99.09
FBtr0229827	Dnov_4	Dvir_S9	0.0026	0.0541	0.04729	99.61	98.45
FBtr0229827	Dnov_4	Dvir_87	0.0032	0.0581	0.05502	99.48	98.28
FBtr0229827	Dnov_4	Dlum_LM8	0.0025	0.0385	0.06379	99.61	98.71
FBtr0229827	Dnov_4	Dmon_Col	0.0087	0.1018	0.08563	98.32	96.21
FBtr0229827	Dnov_4	Dmon_Van	0.0087	0.1018	0.08563	98.32	96.38
FBtr0229827	Dnov_4	Dmon_Oul	0.0088	0.1007	0.08692	98.58	96.42
FBtr0229827	Damr_H5	Dvir_S9	0.0019	0.0509	0.03817	99.61	98.19
FBtr0229827	Damr_H5	Dvir_87	0.0026	0.0549	0.04706	99.48	98.06
FBtr0229827	Damr_H5	Dlum_LM8	0.0018	0.0289	0.06336	99.61	98.58
FBtr0229827	Damr_H5	Dmon_Col	0.0093	0.0904	0.10282	98.19	96.16
FBtr0229827	Damr_H5	Dmon_Van	0.0093	0.0904	0.10282	98.19	96.33
FBtr0229827	Damr_H5	Dmon_Oul	0.0093	0.0894	0.10444	98.45	96.29
FBtr0229827	Dvir_S9	Dvir_87	0.0006	0.0036	0.17399	99.87	99.83
FBtr0229827	Dvir_S9	Dlum_LM8	0.0013	0.0571	0.02249	99.74	98.19
FBtr0229827	Dvir_S9	Dmon_Col	0.0088	0.1062	0.08259	98.19	96.08
FBtr0229827	Dvir_S9	Dmon_Van	0.0088	0.1062	0.08259	98.19	96.25
FBtr0229827	Dvir_S9	Dmon_Oul	0.0088	0.1051	0.08380	98.45	96.25
FBtr0229827	Dvir_87	Dlum_LM8	0.0019	0.0611	0.03146	99.61	98.02
FBtr0229827	Dvir_87	Dmon_Col	0.0088	0.1124	0.07843	98.19	95.90
FBtr0229827	Dvir_87	Dmon_Van	0.0088	0.1124	0.07843	98.19	96.08
FBtr0229827	Dvir_87	Dmon_Oul	0.0088	0.1112	0.07954	98.45	96.08
FBtr0229827	Dlum_LM8	Dmon_Col	0.0087	0.0883	0.09831	98.19	96.38
FBtr0229827	Dlum_LM8	Dmon_Van	0.0087	0.0883	0.09831	98.19	96.51
FBtr0229827	Dlum_LM8	Dmon_Oul	0.0087	0.0872	0.09993	98.45	96.64
FBtr0229827	Dmon_Col	Dmon_Van	0.0000	0.0000	0.00100	100.00	99.70
FBtr0229827	Dmon_Col	Dmon_Oul	0.0000	0.0023	0.00100	99.74	98.79
FBtr0229827	Dmon_Van	Dmon_Oul	0.0000	0.0023	0.00100	99.74	98.92
