TRANSCRIPT	SEQ1	SEQ2	Ka	Ks	Ka/Ks	PROT_PERCENTID	CDNA_PERCENTID
FBtr0233777	Damr_H5	Damr_ML95	0.0005	0.0180	0.03026	99.45	99.12
FBtr0233777	Damr_H5	Damr_w11	0.0005	0.0180	0.03025	99.45	99.20
FBtr0233777	Damr_H5	Dnov_4	0.0028	0.0427	0.06570	98.90	98.43
FBtr0233777	Damr_H5	Dlum_LM8	0.0044	0.0559	0.07808	98.36	98.03
FBtr0233777	Damr_H5	Dvir_S9	0.0103	0.1144	0.09038	97.15	96.64
FBtr0233777	Damr_H5	Dvir_87	0.0103	0.1142	0.09050	97.15	96.64
FBtr0233777	Damr_H5	Dmon_Oul	0.0075	0.1352	0.05534	97.37	94.96
FBtr0233777	Damr_H5	Dmon_Van	0.0075	0.1332	0.05613	96.93	94.34
FBtr0233777	Damr_H5	Dmon_Col	0.0075	0.1331	0.05621	97.15	94.71
FBtr0233777	Damr_ML95	Damr_w11	0.0000	0.0059	0.00100	100.00	99.74
FBtr0233777	Damr_ML95	Dnov_4	0.0022	0.0406	0.05445	99.45	98.72
FBtr0233777	Damr_ML95	Dlum_LM8	0.0038	0.0572	0.06609	98.90	98.25
FBtr0233777	Damr_ML95	Dvir_S9	0.0098	0.1197	0.08151	97.70	96.79
FBtr0233777	Damr_ML95	Dvir_87	0.0098	0.1196	0.08162	97.70	96.79
FBtr0233777	Damr_ML95	Dmon_Oul	0.0069	0.1371	0.05042	97.92	95.18
FBtr0233777	Damr_ML95	Dmon_Van	0.0069	0.1351	0.05113	97.48	94.56
FBtr0233777	Damr_ML95	Dmon_Col	0.0069	0.1350	0.05120	97.70	94.85
FBtr0233777	Damr_w11	Dnov_4	0.0022	0.0471	0.04715	99.45	98.69
FBtr0233777	Damr_w11	Dlum_LM8	0.0038	0.0538	0.07001	98.90	98.43
FBtr0233777	Damr_w11	Dvir_S9	0.0097	0.1179	0.08265	97.70	96.93
FBtr0233777	Damr_w11	Dvir_87	0.0098	0.1178	0.08275	97.70	96.93
FBtr0233777	Damr_w11	Dmon_Oul	0.0069	0.1354	0.05103	97.92	95.33
FBtr0233777	Damr_w11	Dmon_Van	0.0069	0.1333	0.05175	97.48	94.71
FBtr0233777	Damr_w11	Dmon_Col	0.0069	0.1332	0.05183	97.70	95.00
FBtr0233777	Dnov_4	Dlum_LM8	0.0016	0.0603	0.02700	99.45	98.47
FBtr0233777	Dnov_4	Dvir_S9	0.0087	0.1185	0.07343	98.03	97.01
FBtr0233777	Dnov_4	Dvir_87	0.0087	0.1183	0.07352	98.03	97.01
FBtr0233777	Dnov_4	Dmon_Oul	0.0048	0.1368	0.03496	98.14	95.44
FBtr0233777	Dnov_4	Dmon_Van	0.0048	0.1348	0.03545	97.81	94.85
FBtr0233777	Dnov_4	Dmon_Col	0.0048	0.1346	0.03550	98.03	95.11
FBtr0233777	Dlum_LM8	Dvir_S9	0.0093	0.0953	0.09714	97.92	97.37
FBtr0233777	Dlum_LM8	Dvir_87	0.0093	0.0952	0.09727	97.92	97.37
FBtr0233777	Dlum_LM8	Dmon_Oul	0.0053	0.1162	0.04593	98.14	95.62
FBtr0233777	Dlum_LM8	Dmon_Van	0.0053	0.1143	0.04667	97.81	95.03
FBtr0233777	Dlum_LM8	Dmon_Col	0.0053	0.1142	0.04674	98.03	95.36
FBtr0233777	Dvir_S9	Dvir_87	0.0000	0.0029	0.00100	100.00	99.93
FBtr0233777	Dvir_S9	Dmon_Oul	0.0114	0.1547	0.07390	96.82	94.56
FBtr0233777	Dvir_S9	Dmon_Van	0.0114	0.1526	0.07487	96.60	94.01
FBtr0233777	Dvir_S9	Dmon_Col	0.0114	0.1525	0.07498	96.71	94.34
FBtr0233777	Dvir_87	Dmon_Oul	0.0114	0.1546	0.07400	96.82	94.56
FBtr0233777	Dvir_87	Dmon_Van	0.0114	0.1524	0.07497	96.60	94.01
FBtr0233777	Dvir_87	Dmon_Col	0.0114	0.1523	0.07509	96.71	94.34
FBtr0233777	Dmon_Oul	Dmon_Van	0.0000	0.0031	0.00100	99.12	97.96
FBtr0233777	Dmon_Oul	Dmon_Col	0.0000	0.0016	0.00100	99.12	97.59
FBtr0233777	Dmon_Van	Dmon_Col	0.0000	0.0016	0.00100	98.90	97.88
