TRANSCRIPT	SEQ1	SEQ2	Ka	Ks	Ka/Ks	PROT_PERCENTID	CDNA_PERCENTID
FBtr0230409	Dvir_S9	Dvir_87	0.0018	0.0264	0.06658	99.06	98.64
FBtr0230409	Dvir_S9	Dlum_LM8	0.0034	0.0379	0.09049	96.86	96.12
FBtr0230409	Dvir_S9	Damr_ML95	0.0101	0.0848	0.11882	96.23	95.81
FBtr0230409	Dvir_S9	Damr_w11	0.0085	0.0915	0.09340	96.54	95.60
FBtr0230409	Dvir_S9	Damr_H5	0.0032	0.0820	0.03854	97.80	96.65
FBtr0230409	Dvir_S9	Dnov_4	0.0068	0.0657	0.10325	96.54	96.44
FBtr0230409	Dvir_S9	Dmon_Col	0.0179	0.2364	0.07584	94.65	92.66
FBtr0230409	Dvir_S9	Dmon_Oul	0.0162	0.2454	0.06613	94.03	92.14
FBtr0230409	Dvir_S9	Dmon_Van	0.0178	0.2441	0.07272	94.03	92.56
FBtr0230409	Dvir_87	Dlum_LM8	0.0016	0.0106	0.15345	97.80	97.06
FBtr0230409	Dvir_87	Damr_ML95	0.0082	0.0549	0.14949	96.54	96.33
FBtr0230409	Dvir_87	Damr_w11	0.0067	0.0616	0.10916	97.48	96.33
FBtr0230409	Dvir_87	Damr_H5	0.0015	0.0632	0.02421	98.11	96.96
FBtr0230409	Dvir_87	Dnov_4	0.0050	0.0455	0.11066	97.48	96.75
FBtr0230409	Dvir_87	Dmon_Col	0.0161	0.2058	0.07824	95.28	92.98
FBtr0230409	Dvir_87	Dmon_Oul	0.0174	0.2112	0.08261	94.03	92.45
FBtr0230409	Dvir_87	Dmon_Van	0.0159	0.2133	0.07468	94.34	92.77
FBtr0230409	Dlum_LM8	Damr_ML95	0.0097	0.0523	0.18548	95.60	95.49
FBtr0230409	Dlum_LM8	Damr_w11	0.0083	0.0643	0.12915	96.54	95.39
FBtr0230409	Dlum_LM8	Damr_H5	0.0030	0.0653	0.04659	97.17	95.91
FBtr0230409	Dlum_LM8	Dnov_4	0.0066	0.0482	0.13703	96.86	95.91
FBtr0230409	Dlum_LM8	Dmon_Col	0.0176	0.1962	0.08966	94.34	91.93
FBtr0230409	Dlum_LM8	Dmon_Oul	0.0189	0.2008	0.09419	93.08	91.40
FBtr0230409	Dlum_LM8	Dmon_Van	0.0174	0.2033	0.08565	93.40	91.82
FBtr0230409	Damr_ML95	Damr_w11	0.0015	0.0421	0.03626	99.06	99.06
FBtr0230409	Damr_ML95	Damr_H5	0.0067	0.0258	0.25842	98.43	98.85
FBtr0230409	Damr_ML95	Dnov_4	0.0111	0.0327	0.33842	97.17	97.90
FBtr0230409	Damr_ML95	Dmon_Col	0.0251	0.2023	0.12396	94.03	92.98
FBtr0230409	Damr_ML95	Dmon_Oul	0.0264	0.2056	0.12827	92.77	92.35
FBtr0230409	Damr_ML95	Dmon_Van	0.0248	0.2081	0.11930	93.71	92.98
FBtr0230409	Damr_w11	Damr_H5	0.0059	0.0176	0.33579	98.74	98.95
FBtr0230409	Damr_w11	Dnov_4	0.0095	0.0387	0.24624	98.11	98.01
FBtr0230409	Damr_w11	Dmon_Col	0.0236	0.2188	0.10789	94.65	92.77
FBtr0230409	Damr_w11	Dmon_Oul	0.0249	0.2225	0.11202	93.40	92.14
FBtr0230409	Damr_w11	Dmon_Van	0.0234	0.2248	0.10395	93.71	92.66
FBtr0230409	Damr_H5	Dnov_4	0.0036	0.0290	0.12510	98.74	98.43
FBtr0230409	Damr_H5	Dmon_Col	0.0180	0.2135	0.08416	95.60	93.29
FBtr0230409	Damr_H5	Dmon_Oul	0.0193	0.2184	0.08843	94.34	92.66
FBtr0230409	Damr_H5	Dmon_Van	0.0178	0.2206	0.08061	94.97	93.29
FBtr0230409	Dnov_4	Dmon_Col	0.0218	0.1927	0.11302	94.65	93.08
FBtr0230409	Dnov_4	Dmon_Oul	0.0231	0.1967	0.11729	93.40	92.56
FBtr0230409	Dnov_4	Dmon_Van	0.0215	0.1990	0.10824	93.71	92.98
FBtr0230409	Dmon_Col	Dmon_Oul	0.0015	0.0087	0.16735	98.74	97.80
FBtr0230409	Dmon_Col	Dmon_Van	0.0000	0.0086	0.00100	98.74	98.95
FBtr0230409	Dmon_Oul	Dmon_Van	0.0015	0.0000	99.00000	97.48	97.48
