TRANSCRIPT	SEQ1	SEQ2	Ka	Ks	Ka/Ks	PROT_PERCENTID	CDNA_PERCENTID
FBtr0231738	Damr_H5	Damr_w11	0.0018	0.0389	0.04520	99.58	99.16
FBtr0231738	Damr_H5	Damr_ML95	0.0000	0.0390	0.00100	100.00	99.44
FBtr0231738	Damr_H5	Dlum_LM8	0.0000	0.0500	0.00100	100.00	98.73
FBtr0231738	Damr_H5	Dnov_4	0.0000	0.0390	0.00100	100.00	99.44
FBtr0231738	Damr_H5	Dvir_S9	0.0001	0.0547	0.00100	100.00	98.73
FBtr0231738	Damr_H5	Dvir_87	0.0001	0.0547	0.00100	100.00	98.73
FBtr0231738	Damr_H5	Dmon_Col	0.0034	0.1597	0.02100	99.16	97.61
FBtr0231738	Damr_H5	Dmon_Oul	0.0034	0.1597	0.02100	98.73	97.47
FBtr0231738	Damr_H5	Dmon_Van	0.0034	0.1597	0.02100	99.16	97.61
FBtr0231738	Damr_w11	Damr_ML95	0.0020	0.0051	0.38952	99.58	99.72
FBtr0231738	Damr_w11	Dlum_LM8	0.0019	0.0536	0.03554	99.58	98.45
FBtr0231738	Damr_w11	Dnov_4	0.0020	0.0051	0.38952	99.58	99.72
FBtr0231738	Damr_w11	Dvir_S9	0.0019	0.0585	0.03277	99.58	98.45
FBtr0231738	Damr_w11	Dvir_87	0.0019	0.0585	0.03277	99.58	98.45
FBtr0231738	Damr_w11	Dmon_Col	0.0052	0.1329	0.03884	98.73	97.47
FBtr0231738	Damr_w11	Dmon_Oul	0.0052	0.1329	0.03884	98.31	97.33
FBtr0231738	Damr_w11	Dmon_Van	0.0052	0.1329	0.03884	98.73	97.47
FBtr0231738	Damr_ML95	Dlum_LM8	0.0001	0.0501	0.00100	100.00	98.73
FBtr0231738	Damr_ML95	Dnov_4	0.0000	0.0000	0.36179	100.00	100.00
FBtr0231738	Damr_ML95	Dvir_S9	0.0001	0.0549	0.00100	100.00	98.73
FBtr0231738	Damr_ML95	Dvir_87	0.0001	0.0549	0.00100	100.00	98.73
FBtr0231738	Damr_ML95	Dmon_Col	0.0034	0.1334	0.02543	99.16	97.75
FBtr0231738	Damr_ML95	Dmon_Oul	0.0034	0.1334	0.02543	98.73	97.61
FBtr0231738	Damr_ML95	Dmon_Van	0.0034	0.1334	0.02543	99.16	97.75
FBtr0231738	Dlum_LM8	Dnov_4	0.0001	0.0501	0.00100	100.00	98.73
FBtr0231738	Dlum_LM8	Dvir_S9	0.0001	0.0561	0.00100	100.00	98.31
FBtr0231738	Dlum_LM8	Dvir_87	0.0001	0.0561	0.00100	100.00	98.31
FBtr0231738	Dlum_LM8	Dmon_Col	0.0035	0.1721	0.02007	99.16	96.91
FBtr0231738	Dlum_LM8	Dmon_Oul	0.0035	0.1721	0.02007	98.73	96.77
FBtr0231738	Dlum_LM8	Dmon_Van	0.0035	0.1721	0.02007	99.16	96.91
FBtr0231738	Dnov_4	Dvir_S9	0.0001	0.0549	0.00100	100.00	98.73
FBtr0231738	Dnov_4	Dvir_87	0.0001	0.0549	0.00100	100.00	98.73
FBtr0231738	Dnov_4	Dmon_Col	0.0034	0.1334	0.02543	99.16	97.75
FBtr0231738	Dnov_4	Dmon_Oul	0.0034	0.1334	0.02543	98.73	97.61
FBtr0231738	Dnov_4	Dmon_Van	0.0034	0.1334	0.02543	99.16	97.75
FBtr0231738	Dvir_S9	Dvir_87	0.0000	0.0000	0.00100	100.00	100.00
FBtr0231738	Dvir_S9	Dmon_Col	0.0034	0.1736	0.01984	99.16	97.05
FBtr0231738	Dvir_S9	Dmon_Oul	0.0034	0.1736	0.01984	98.73	96.91
FBtr0231738	Dvir_S9	Dmon_Van	0.0034	0.1736	0.01984	99.16	97.05
FBtr0231738	Dvir_87	Dmon_Col	0.0034	0.1736	0.01984	99.16	97.05
FBtr0231738	Dvir_87	Dmon_Oul	0.0034	0.1736	0.01984	98.73	96.91
FBtr0231738	Dvir_87	Dmon_Van	0.0034	0.1736	0.01984	99.16	97.05
FBtr0231738	Dmon_Col	Dmon_Oul	0.0000	0.0000	0.00100	99.58	99.72
FBtr0231738	Dmon_Col	Dmon_Van	0.0000	0.0000	0.03432	100.00	100.00
FBtr0231738	Dmon_Oul	Dmon_Van	0.0000	0.0000	0.00100	99.58	99.72
