TRANSCRIPT	SEQ1	SEQ2	Ka	Ks	Ka/Ks	PROT_PERCENTID	CDNA_PERCENTID
FBtr0230122	Damr_H5	Damr_ML95	0.0000	0.0303	0.00100	100.00	99.27
FBtr0230122	Damr_H5	Damr_w11	0.0000	0.0311	0.00100	100.00	99.25
FBtr0230122	Damr_H5	Dlum_LM8	0.0004	0.0491	0.00769	99.92	98.71
FBtr0230122	Damr_H5	Dnov_4	0.0008	0.0486	0.01622	99.84	98.76
FBtr0230122	Damr_H5	Dvir_S9	0.0008	0.1601	0.00485	99.84	96.24
FBtr0230122	Damr_H5	Dvir_87	0.0008	0.1703	0.00455	99.84	96.16
FBtr0230122	Damr_H5	Dmon_Col	0.0042	0.1876	0.02248	99.19	94.30
FBtr0230122	Damr_H5	Dmon_Oul	0.0042	0.1820	0.02320	99.11	95.03
FBtr0230122	Damr_H5	Dmon_Van	0.0042	0.1876	0.02248	99.19	94.25
FBtr0230122	Damr_ML95	Damr_w11	0.0000	0.0340	0.00100	100.00	99.27
FBtr0230122	Damr_ML95	Dlum_LM8	0.0004	0.0464	0.00790	99.92	98.90
FBtr0230122	Damr_ML95	Dnov_4	0.0008	0.0464	0.01655	99.84	98.95
FBtr0230122	Damr_ML95	Dvir_S9	0.0008	0.1519	0.00511	99.84	96.42
FBtr0230122	Damr_ML95	Dvir_87	0.0008	0.1620	0.00478	99.84	96.34
FBtr0230122	Damr_ML95	Dmon_Col	0.0042	0.1891	0.02198	99.19	94.46
FBtr0230122	Damr_ML95	Dmon_Oul	0.0042	0.1834	0.02268	99.11	95.19
FBtr0230122	Damr_ML95	Dmon_Van	0.0042	0.1891	0.02198	99.19	94.41
FBtr0230122	Damr_w11	Dlum_LM8	0.0004	0.0513	0.00729	99.92	98.74
FBtr0230122	Damr_w11	Dnov_4	0.0008	0.0531	0.01424	99.84	98.87
FBtr0230122	Damr_w11	Dvir_S9	0.0008	0.1581	0.00488	99.84	96.37
FBtr0230122	Damr_w11	Dvir_87	0.0008	0.1682	0.00457	99.84	96.29
FBtr0230122	Damr_w11	Dmon_Col	0.0042	0.1883	0.02209	99.19	94.46
FBtr0230122	Damr_w11	Dmon_Oul	0.0042	0.1826	0.02280	99.11	95.19
FBtr0230122	Damr_w11	Dmon_Van	0.0042	0.1883	0.02209	99.19	94.41
FBtr0230122	Dlum_LM8	Dnov_4	0.0004	0.0482	0.00776	99.92	98.76
FBtr0230122	Dlum_LM8	Dvir_S9	0.0004	0.1463	0.00263	99.92	96.40
FBtr0230122	Dlum_LM8	Dvir_87	0.0004	0.1533	0.00250	99.92	96.40
FBtr0230122	Dlum_LM8	Dmon_Col	0.0038	0.1689	0.02243	99.27	94.60
FBtr0230122	Dlum_LM8	Dmon_Oul	0.0038	0.1634	0.02321	99.19	95.30
FBtr0230122	Dlum_LM8	Dmon_Van	0.0038	0.1689	0.02243	99.27	94.57
FBtr0230122	Dnov_4	Dvir_S9	0.0008	0.1553	0.00504	99.84	96.26
FBtr0230122	Dnov_4	Dvir_87	0.0008	0.1634	0.00477	99.84	96.24
FBtr0230122	Dnov_4	Dmon_Col	0.0042	0.1791	0.02334	99.19	94.54
FBtr0230122	Dnov_4	Dmon_Oul	0.0042	0.1746	0.02398	99.11	95.24
FBtr0230122	Dnov_4	Dmon_Van	0.0042	0.1791	0.02334	99.19	94.49
FBtr0230122	Dvir_S9	Dvir_87	0.0000	0.0221	0.00100	100.00	99.38
FBtr0230122	Dvir_S9	Dmon_Col	0.0041	0.2274	0.01821	99.19	93.82
FBtr0230122	Dvir_S9	Dmon_Oul	0.0041	0.2214	0.01872	99.11	94.57
FBtr0230122	Dvir_S9	Dmon_Van	0.0041	0.2274	0.01821	99.19	93.84
FBtr0230122	Dvir_87	Dmon_Col	0.0041	0.2415	0.01705	99.19	93.68
FBtr0230122	Dvir_87	Dmon_Oul	0.0041	0.2353	0.01751	99.11	94.38
FBtr0230122	Dvir_87	Dmon_Van	0.0041	0.2415	0.01705	99.19	93.71
FBtr0230122	Dmon_Col	Dmon_Oul	0.0000	0.0058	0.00100	99.92	98.49
FBtr0230122	Dmon_Col	Dmon_Van	0.0000	0.0000	0.00100	100.00	99.01
FBtr0230122	Dmon_Oul	Dmon_Van	0.0000	0.0058	0.00100	99.92	98.36
