TRANSCRIPT	SEQ1	SEQ2	Ka	Ks	Ka/Ks	PROT_PERCENTID	CDNA_PERCENTID
FBtr0444118	Damr_H5	Damr_w11	0.0000	0.0050	0.00100	98.78	98.25
FBtr0444118	Damr_H5	Dnov_4	0.0009	0.0113	0.07917	98.78	98.08
FBtr0444118	Damr_H5	Dlum_LM8	0.0009	0.0044	0.20312	98.25	96.85
FBtr0444118	Damr_H5	Dvir_S9	0.0045	0.0204	0.21988	97.55	96.62
FBtr0444118	Damr_H5	Dvir_87	0.0036	0.0179	0.20073	97.73	96.74
FBtr0444118	Damr_w11	Dnov_4	0.0009	0.0163	0.05417	99.30	98.89
FBtr0444118	Damr_w11	Dlum_LM8	0.0009	0.0094	0.09409	98.78	97.61
FBtr0444118	Damr_w11	Dvir_S9	0.0045	0.0254	0.17558	98.08	97.44
FBtr0444118	Damr_w11	Dvir_87	0.0036	0.0229	0.15590	98.25	97.55
FBtr0444118	Dnov_4	Dlum_LM8	0.0018	0.0158	0.11360	98.78	97.67
FBtr0444118	Dnov_4	Dvir_S9	0.0054	0.0320	0.16825	98.25	97.49
FBtr0444118	Dnov_4	Dvir_87	0.0045	0.0295	0.15232	98.43	97.61
FBtr0444118	Dlum_LM8	Dvir_S9	0.0036	0.0159	0.22526	98.43	97.61
FBtr0444118	Dlum_LM8	Dvir_87	0.0027	0.0134	0.20079	98.60	97.73
FBtr0444118	Dvir_S9	Dvir_87	0.0009	0.0024	0.36236	99.83	99.88
