TRANSCRIPT	SEQ1	SEQ2	Ka	Ks	Ka/Ks	PROT_PERCENTID	CDNA_PERCENTID
FBtr0434939	Dvir_S9	Dvir_87	0.0013	0.0040	0.32979	99.49	99.57
FBtr0434939	Dvir_S9	Dlum_LM8	0.0025	0.0099	0.25379	94.37	95.91
FBtr0434939	Dvir_S9	Damr_H5	0.0127	0.0292	0.43504	93.09	95.65
FBtr0434939	Dvir_S9	Damr_ML95	0.0140	0.0390	0.35947	92.58	95.48
FBtr0434939	Dvir_S9	Damr_w11	0.0141	0.0336	0.41813	91.30	94.20
FBtr0434939	Dvir_S9	Dnov_4	0.0078	0.0352	0.22255	94.37	95.91
FBtr0434939	Dvir_S9	Dmon_Col	0.0740	0.0837	0.88472	83.38	90.28
FBtr0434939	Dvir_S9	Dmon_Oul	0.0753	0.0802	0.93900	83.38	90.37
FBtr0434939	Dvir_87	Dlum_LM8	0.0012	0.0050	0.24884	94.63	96.16
FBtr0434939	Dvir_87	Damr_H5	0.0113	0.0250	0.45474	93.35	95.74
FBtr0434939	Dvir_87	Damr_ML95	0.0127	0.0348	0.36414	92.84	95.57
FBtr0434939	Dvir_87	Damr_w11	0.0127	0.0294	0.43293	91.82	94.29
FBtr0434939	Dvir_87	Dnov_4	0.0065	0.0310	0.20977	94.63	95.99
FBtr0434939	Dvir_87	Dmon_Col	0.0726	0.0789	0.92045	83.63	90.28
FBtr0434939	Dvir_87	Dmon_Oul	0.0739	0.0754	0.97982	83.63	90.37
FBtr0434939	Dlum_LM8	Damr_H5	0.0126	0.0304	0.41360	91.82	94.37
FBtr0434939	Dlum_LM8	Damr_ML95	0.0139	0.0408	0.34039	91.56	94.46
FBtr0434939	Dlum_LM8	Damr_w11	0.0139	0.0354	0.39252	89.77	92.92
FBtr0434939	Dlum_LM8	Dnov_4	0.0078	0.0262	0.29972	93.09	94.97
FBtr0434939	Dlum_LM8	Dmon_Col	0.0736	0.0848	0.86799	81.33	88.58
FBtr0434939	Dlum_LM8	Dmon_Oul	0.0749	0.0813	0.92127	81.33	88.66
FBtr0434939	Damr_H5	Damr_ML95	0.0038	0.0198	0.18989	98.21	98.47
FBtr0434939	Damr_H5	Damr_w11	0.0038	0.0047	0.81840	96.42	97.19
FBtr0434939	Damr_H5	Dnov_4	0.0131	0.0263	0.49764	95.91	97.36
FBtr0434939	Damr_H5	Dmon_Col	0.0746	0.0908	0.82147	83.89	90.28
FBtr0434939	Damr_H5	Dmon_Oul	0.0758	0.0873	0.86913	83.89	90.28
FBtr0434939	Damr_ML95	Damr_w11	0.0025	0.0149	0.16784	96.93	97.53
FBtr0434939	Damr_ML95	Dnov_4	0.0091	0.0265	0.34381	96.93	98.29
FBtr0434939	Damr_ML95	Dmon_Col	0.0749	0.1137	0.65909	83.38	90.37
FBtr0434939	Damr_ML95	Dmon_Oul	0.0766	0.0990	0.77435	83.38	90.54
FBtr0434939	Damr_w11	Dnov_4	0.0092	0.0214	0.43007	95.14	96.85
FBtr0434939	Damr_w11	Dmon_Col	0.0726	0.0969	0.74883	82.61	89.26
FBtr0434939	Damr_w11	Dmon_Oul	0.0744	0.0827	0.89892	82.61	89.34
FBtr0434939	Dnov_4	Dmon_Col	0.0757	0.0964	0.78540	83.63	90.62
FBtr0434939	Dnov_4	Dmon_Oul	0.0775	0.0823	0.94264	83.38	90.62
FBtr0434939	Dmon_Col	Dmon_Oul	0.0012	0.0154	0.08098	98.47	98.64
