TRANSCRIPT	SEQ1	SEQ2	Ka	Ks	Ka/Ks	PROT_PERCENTID	CDNA_PERCENTID
FBtr0230556	Damr_H5	Damr_ML95	0.0000	0.0357	0.00100	96.25	95.83
FBtr0230556	Damr_H5	Dlum_LM8	0.0001	0.0520	0.00100	96.25	94.58
FBtr0230556	Damr_H5	Dnov_4	0.0000	0.0357	0.00100	96.25	95.42
FBtr0230556	Damr_H5	Dvir_S9	0.0001	0.0762	0.00100	96.25	94.38
FBtr0230556	Damr_H5	Dvir_87	0.0001	0.0762	0.00100	96.25	94.38
FBtr0230556	Damr_H5	Damr_w11	0.0000	0.0357	0.00100	90.62	90.21
FBtr0230556	Damr_H5	Dmon_Col	0.0080	0.1413	0.05681	93.75	92.50
FBtr0230556	Damr_H5	Dmon_Oul	0.0078	0.1643	0.04768	90.00	88.54
FBtr0230556	Damr_H5	Dmon_Van	0.0079	0.1850	0.04285	72.50	70.62
FBtr0230556	Damr_ML95	Dlum_LM8	0.0000	0.0319	0.00100	100.00	98.33
FBtr0230556	Damr_ML95	Dnov_4	0.0000	0.0000	0.12580	100.00	99.58
FBtr0230556	Damr_ML95	Dvir_S9	0.0001	0.1149	0.00100	100.00	96.88
FBtr0230556	Damr_ML95	Dvir_87	0.0001	0.1149	0.00100	100.00	96.88
FBtr0230556	Damr_ML95	Damr_w11	0.0000	0.0000	0.00100	94.38	94.38
FBtr0230556	Damr_ML95	Dmon_Col	0.0079	0.1616	0.04864	97.50	95.42
FBtr0230556	Damr_ML95	Dmon_Oul	0.0077	0.1864	0.04131	93.75	91.46
FBtr0230556	Damr_ML95	Dmon_Van	0.0079	0.2298	0.03428	76.25	73.33
FBtr0230556	Dlum_LM8	Dnov_4	0.0000	0.0319	0.00100	100.00	98.75
FBtr0230556	Dlum_LM8	Dvir_S9	0.0001	0.0776	0.00100	100.00	97.29
FBtr0230556	Dlum_LM8	Dvir_87	0.0001	0.0776	0.00100	100.00	97.29
FBtr0230556	Dlum_LM8	Damr_w11	0.0000	0.0319	0.00100	94.38	92.92
FBtr0230556	Dlum_LM8	Dmon_Col	0.0077	0.1203	0.06362	97.50	95.83
FBtr0230556	Dlum_LM8	Dmon_Oul	0.0075	0.1438	0.05214	93.75	92.29
FBtr0230556	Dlum_LM8	Dmon_Van	0.0077	0.1841	0.04194	76.25	74.17
FBtr0230556	Dnov_4	Dvir_S9	0.0001	0.1149	0.00100	100.00	96.46
FBtr0230556	Dnov_4	Dvir_87	0.0001	0.1149	0.00100	100.00	96.46
FBtr0230556	Dnov_4	Damr_w11	0.0000	0.0000	0.71637	94.38	94.17
FBtr0230556	Dnov_4	Dmon_Col	0.0079	0.1616	0.04864	97.50	95.00
FBtr0230556	Dnov_4	Dmon_Oul	0.0077	0.1864	0.04131	93.75	91.46
FBtr0230556	Dnov_4	Dmon_Van	0.0079	0.2298	0.03428	76.25	73.33
FBtr0230556	Dvir_S9	Dvir_87	0.0000	0.0000	2.67534	100.00	100.00
FBtr0230556	Dvir_S9	Damr_w11	0.0001	0.1149	0.00100	94.38	91.67
FBtr0230556	Dvir_S9	Dmon_Col	0.0078	0.0914	0.08488	97.50	96.88
FBtr0230556	Dvir_S9	Dmon_Oul	0.0079	0.1747	0.04515	93.75	91.67
FBtr0230556	Dvir_S9	Dmon_Van	0.0078	0.1524	0.05121	76.25	74.58
FBtr0230556	Dvir_87	Damr_w11	0.0001	0.1149	0.00100	94.38	91.67
FBtr0230556	Dvir_87	Dmon_Col	0.0078	0.0914	0.08488	97.50	96.88
FBtr0230556	Dvir_87	Dmon_Oul	0.0079	0.1747	0.04515	93.75	91.67
FBtr0230556	Dvir_87	Dmon_Van	0.0078	0.1524	0.05121	76.25	74.58
FBtr0230556	Damr_w11	Dmon_Col	0.0079	0.1616	0.04864	91.88	90.00
FBtr0230556	Damr_w11	Dmon_Oul	0.0077	0.1864	0.04131	88.75	86.46
FBtr0230556	Damr_w11	Dmon_Van	0.0079	0.2298	0.03428	81.88	78.75
FBtr0230556	Dmon_Col	Dmon_Oul	0.0001	0.0697	0.00100	96.25	94.79
FBtr0230556	Dmon_Col	Dmon_Van	0.0001	0.0695	0.00100	78.12	76.46
FBtr0230556	Dmon_Oul	Dmon_Van	0.0000	0.0497	0.00100	81.25	79.79
