TRANSCRIPT	SEQ1	SEQ2	Ka	Ks	Ka/Ks	PROT_PERCENTID	CDNA_PERCENTID
FBtr0234401	Damr_H5	Damr_ML95	0.0000	0.0247	0.00100	100.00	99.39
FBtr0234401	Damr_H5	Damr_w11	0.0000	0.0000	0.00100	100.00	100.00
FBtr0234401	Damr_H5	Dvir_S9	0.0000	0.0247	0.00100	100.00	99.39
FBtr0234401	Damr_H5	Dvir_87	0.0000	0.0247	0.00100	100.00	99.39
FBtr0234401	Damr_H5	Dnov_4	0.0000	0.0242	0.00100	100.00	99.39
FBtr0234401	Damr_H5	Dlum_LM8	0.0027	0.0519	0.05118	99.39	98.77
FBtr0234401	Damr_H5	Dmon_Col	0.0027	0.0912	0.02977	99.39	97.75
FBtr0234401	Damr_H5	Dmon_Oul	0.0027	0.0912	0.02977	99.39	97.96
FBtr0234401	Damr_H5	Dmon_Van	0.0027	0.0912	0.02977	99.39	97.55
FBtr0234401	Damr_ML95	Damr_w11	0.0000	0.0247	0.00100	100.00	99.39
FBtr0234401	Damr_ML95	Dvir_S9	0.0000	0.0000	0.00100	100.00	100.00
FBtr0234401	Damr_ML95	Dvir_87	0.0000	0.0000	0.00100	100.00	100.00
FBtr0234401	Damr_ML95	Dnov_4	0.0000	0.0163	0.00100	100.00	99.59
FBtr0234401	Damr_ML95	Dlum_LM8	0.0025	0.0253	0.09929	99.39	99.39
FBtr0234401	Damr_ML95	Dmon_Col	0.0027	0.0637	0.04161	99.39	98.36
FBtr0234401	Damr_ML95	Dmon_Oul	0.0027	0.0637	0.04162	99.39	98.57
FBtr0234401	Damr_ML95	Dmon_Van	0.0027	0.0637	0.04161	99.39	98.16
FBtr0234401	Damr_w11	Dvir_S9	0.0000	0.0247	0.00100	100.00	99.39
FBtr0234401	Damr_w11	Dvir_87	0.0000	0.0247	0.00100	100.00	99.39
FBtr0234401	Damr_w11	Dnov_4	0.0000	0.0242	0.00100	100.00	99.39
FBtr0234401	Damr_w11	Dlum_LM8	0.0027	0.0519	0.05118	99.39	98.77
FBtr0234401	Damr_w11	Dmon_Col	0.0027	0.0912	0.02977	99.39	97.75
FBtr0234401	Damr_w11	Dmon_Oul	0.0027	0.0912	0.02977	99.39	97.96
FBtr0234401	Damr_w11	Dmon_Van	0.0027	0.0912	0.02977	99.39	97.55
FBtr0234401	Dvir_S9	Dvir_87	0.0000	0.0000	0.00100	100.00	100.00
FBtr0234401	Dvir_S9	Dnov_4	0.0000	0.0163	0.00100	100.00	99.59
FBtr0234401	Dvir_S9	Dlum_LM8	0.0025	0.0253	0.09929	99.39	99.39
FBtr0234401	Dvir_S9	Dmon_Col	0.0027	0.0637	0.04161	99.39	98.36
FBtr0234401	Dvir_S9	Dmon_Oul	0.0027	0.0637	0.04161	99.39	98.57
FBtr0234401	Dvir_S9	Dmon_Van	0.0027	0.0637	0.04161	99.39	98.16
FBtr0234401	Dvir_87	Dnov_4	0.0000	0.0163	0.00100	100.00	99.59
FBtr0234401	Dvir_87	Dlum_LM8	0.0025	0.0253	0.09929	99.39	99.39
FBtr0234401	Dvir_87	Dmon_Col	0.0027	0.0637	0.04161	99.39	98.36
FBtr0234401	Dvir_87	Dmon_Oul	0.0027	0.0637	0.04161	99.39	98.57
FBtr0234401	Dvir_87	Dmon_Van	0.0027	0.0637	0.04161	99.39	98.16
FBtr0234401	Dnov_4	Dlum_LM8	0.0026	0.0430	0.06097	99.39	98.98
FBtr0234401	Dnov_4	Dmon_Col	0.0027	0.0817	0.03296	99.39	97.96
FBtr0234401	Dnov_4	Dmon_Oul	0.0027	0.0817	0.03296	99.39	98.16
FBtr0234401	Dnov_4	Dmon_Van	0.0027	0.0817	0.03296	99.39	97.75
FBtr0234401	Dlum_LM8	Dmon_Col	0.0001	0.0846	0.00100	100.00	98.16
FBtr0234401	Dlum_LM8	Dmon_Oul	0.0001	0.0846	0.00100	100.00	98.36
FBtr0234401	Dlum_LM8	Dmon_Van	0.0001	0.0846	0.00100	100.00	97.96
FBtr0234401	Dmon_Col	Dmon_Oul	0.0000	0.0000	0.00100	100.00	99.80
FBtr0234401	Dmon_Col	Dmon_Van	0.0000	0.0000	0.00100	100.00	99.80
FBtr0234401	Dmon_Oul	Dmon_Van	0.0000	0.0000	0.00100	100.00	99.59
