TRANSCRIPT	SEQ1	SEQ2	Ka	Ks	Ka/Ks	PROT_PERCENTID	CDNA_PERCENTID
FBtr0226616	Dvir_S9	Dvir_87	0.0000	0.0085	0.00100	100.00	99.68
FBtr0226616	Dvir_S9	Dlum_LM8	0.0000	0.0085	0.00100	96.11	96.35
FBtr0226616	Dvir_S9	Damr_H5	0.0107	0.0277	0.38735	94.16	94.89
FBtr0226616	Dvir_S9	Damr_ML95	0.0120	0.0320	0.37377	94.40	95.46
FBtr0226616	Dvir_S9	Damr_w11	0.0119	0.0285	0.41778	94.40	95.54
FBtr0226616	Dvir_S9	Dnov_4	0.0110	0.0361	0.30544	94.89	95.54
FBtr0226616	Dvir_S9	Dmon_Col	0.0255	0.0923	0.27613	91.73	93.67
FBtr0226616	Dvir_S9	Dmon_Van	0.0255	0.0923	0.27613	91.73	93.84
FBtr0226616	Dvir_S9	Dmon_Oul	0.0294	0.0965	0.30474	91.24	93.51
FBtr0226616	Dvir_87	Dlum_LM8	0.0000	0.0000	0.02222	96.11	96.59
FBtr0226616	Dvir_87	Damr_H5	0.0106	0.0177	0.59784	94.16	95.05
FBtr0226616	Dvir_87	Damr_ML95	0.0118	0.0218	0.54062	94.40	95.62
FBtr0226616	Dvir_87	Damr_w11	0.0118	0.0183	0.64205	94.40	95.70
FBtr0226616	Dvir_87	Dnov_4	0.0109	0.0265	0.41257	94.89	95.70
FBtr0226616	Dvir_87	Dmon_Col	0.0254	0.0887	0.28643	91.73	93.67
FBtr0226616	Dvir_87	Dmon_Van	0.0254	0.0887	0.28643	91.73	93.84
FBtr0226616	Dvir_87	Dmon_Oul	0.0293	0.0928	0.31570	91.24	93.51
FBtr0226616	Dlum_LM8	Damr_H5	0.0106	0.0177	0.59784	94.40	94.73
FBtr0226616	Dlum_LM8	Damr_ML95	0.0118	0.0218	0.54062	93.92	95.21
FBtr0226616	Dlum_LM8	Damr_w11	0.0118	0.0183	0.64205	93.92	95.30
FBtr0226616	Dlum_LM8	Dnov_4	0.0109	0.0265	0.41257	94.40	95.30
FBtr0226616	Dlum_LM8	Dmon_Col	0.0254	0.0887	0.28643	90.51	92.54
FBtr0226616	Dlum_LM8	Dmon_Van	0.0254	0.0887	0.28643	90.51	92.70
FBtr0226616	Dlum_LM8	Dmon_Oul	0.0293	0.0928	0.31570	90.02	92.38
FBtr0226616	Damr_H5	Damr_ML95	0.0013	0.0107	0.12226	99.03	98.86
FBtr0226616	Damr_H5	Damr_w11	0.0013	0.0075	0.16996	98.78	98.86
FBtr0226616	Damr_H5	Dnov_4	0.0000	0.0180	0.00100	99.03	98.70
FBtr0226616	Damr_H5	Dmon_Col	0.0306	0.1074	0.28450	91.48	93.35
FBtr0226616	Damr_H5	Dmon_Van	0.0306	0.1074	0.28450	91.48	93.51
FBtr0226616	Damr_H5	Dmon_Oul	0.0345	0.1117	0.30893	91.00	93.19
FBtr0226616	Damr_ML95	Damr_w11	0.0024	0.0047	0.50512	99.27	99.51
FBtr0226616	Damr_ML95	Dnov_4	0.0013	0.0229	0.05571	99.51	99.27
FBtr0226616	Damr_ML95	Dmon_Col	0.0318	0.1124	0.28324	91.97	93.84
FBtr0226616	Damr_ML95	Dmon_Van	0.0318	0.1124	0.28324	91.97	94.00
FBtr0226616	Damr_ML95	Dmon_Oul	0.0358	0.1167	0.30663	91.48	93.67
FBtr0226616	Damr_w11	Dnov_4	0.0013	0.0259	0.04982	99.51	99.19
FBtr0226616	Damr_w11	Dmon_Col	0.0293	0.1066	0.27510	92.46	94.08
FBtr0226616	Damr_w11	Dmon_Van	0.0293	0.1066	0.27510	92.46	94.24
FBtr0226616	Damr_w11	Dmon_Oul	0.0333	0.1109	0.29996	91.97	93.92
FBtr0226616	Dnov_4	Dmon_Col	0.0309	0.1180	0.26199	92.46	93.92
FBtr0226616	Dnov_4	Dmon_Van	0.0309	0.1180	0.26199	92.46	94.08
FBtr0226616	Dnov_4	Dmon_Oul	0.0349	0.1225	0.28462	91.97	93.76
FBtr0226616	Dmon_Col	Dmon_Van	0.0000	0.0000	0.11831	99.27	99.51
FBtr0226616	Dmon_Col	Dmon_Oul	0.0038	0.0040	0.94939	98.78	99.03
FBtr0226616	Dmon_Van	Dmon_Oul	0.0038	0.0040	0.94941	98.78	99.19
