TRANSCRIPT	SEQ1	SEQ2	Ka	Ks	Ka/Ks	PROT_PERCENTID	CDNA_PERCENTID
FBtr0238099	Dvir_S9	Dvir_87	0.0000	0.0064	0.00100	100.00	99.55
FBtr0238099	Dvir_S9	Dlum_LM8	0.0000	0.0064	0.00100	98.41	96.07
FBtr0238099	Dvir_S9	Damr_H5	0.0053	0.0415	0.12734	96.15	94.48
FBtr0238099	Dvir_S9	Damr_ML95	0.0053	0.0452	0.11662	97.51	95.46
FBtr0238099	Dvir_S9	Damr_w11	0.0040	0.0304	0.13098	97.05	95.46
FBtr0238099	Dvir_S9	Dnov_4	0.0063	0.0264	0.23951	97.51	95.99
FBtr0238099	Dvir_S9	Dmon_Col	0.0102	0.1192	0.08583	95.92	94.10
FBtr0238099	Dvir_S9	Dmon_Van	0.0102	0.1192	0.08583	96.60	94.41
FBtr0238099	Dvir_S9	Dmon_Oul	0.0102	0.1192	0.08583	97.05	94.48
FBtr0238099	Dvir_87	Dlum_LM8	0.0000	0.0000	0.10741	98.41	96.22
FBtr0238099	Dvir_87	Damr_H5	0.0053	0.0415	0.12711	96.15	94.18
FBtr0238099	Dvir_87	Damr_ML95	0.0053	0.0453	0.11640	97.51	95.16
FBtr0238099	Dvir_87	Damr_w11	0.0040	0.0305	0.13072	97.05	95.16
FBtr0238099	Dvir_87	Dnov_4	0.0063	0.0264	0.23922	97.51	95.69
FBtr0238099	Dvir_87	Dmon_Col	0.0102	0.1193	0.08571	95.92	93.80
FBtr0238099	Dvir_87	Dmon_Van	0.0102	0.1193	0.08571	96.60	94.10
FBtr0238099	Dvir_87	Dmon_Oul	0.0102	0.1193	0.08571	97.05	94.18
FBtr0238099	Dlum_LM8	Damr_H5	0.0053	0.0415	0.12711	95.69	93.73
FBtr0238099	Dlum_LM8	Damr_ML95	0.0053	0.0453	0.11640	97.05	94.71
FBtr0238099	Dlum_LM8	Damr_w11	0.0040	0.0305	0.13072	96.60	94.71
FBtr0238099	Dlum_LM8	Dnov_4	0.0063	0.0264	0.23922	97.05	95.16
FBtr0238099	Dlum_LM8	Dmon_Col	0.0102	0.1193	0.08571	95.01	92.21
FBtr0238099	Dlum_LM8	Dmon_Van	0.0102	0.1193	0.08571	95.69	92.67
FBtr0238099	Dlum_LM8	Dmon_Oul	0.0102	0.1193	0.08571	96.15	92.82
FBtr0238099	Damr_H5	Damr_ML95	0.0013	0.0215	0.06253	97.96	97.96
FBtr0238099	Damr_H5	Damr_w11	0.0013	0.0105	0.12252	97.28	97.88
FBtr0238099	Damr_H5	Dnov_4	0.0079	0.0371	0.21247	96.60	96.90
FBtr0238099	Damr_H5	Dmon_Col	0.0130	0.1588	0.08191	93.88	92.29
FBtr0238099	Damr_H5	Dmon_Van	0.0130	0.1588	0.08191	94.56	92.52
FBtr0238099	Damr_H5	Dmon_Oul	0.0130	0.1588	0.08191	95.01	92.52
FBtr0238099	Damr_ML95	Damr_w11	0.0013	0.0203	0.06471	98.64	98.94
FBtr0238099	Damr_ML95	Dnov_4	0.0064	0.0399	0.16147	98.19	98.11
FBtr0238099	Damr_ML95	Dmon_Col	0.0130	0.1557	0.08323	95.24	93.50
FBtr0238099	Damr_ML95	Dmon_Van	0.0130	0.1557	0.08323	95.92	93.73
FBtr0238099	Damr_ML95	Dmon_Oul	0.0130	0.1557	0.08323	96.37	93.73
FBtr0238099	Damr_w11	Dnov_4	0.0075	0.0230	0.32758	97.28	98.03
FBtr0238099	Damr_w11	Dmon_Col	0.0117	0.1464	0.07970	95.01	93.42
FBtr0238099	Damr_w11	Dmon_Van	0.0117	0.1464	0.07970	95.92	93.73
FBtr0238099	Damr_w11	Dmon_Oul	0.0117	0.1464	0.07970	96.15	93.65
FBtr0238099	Dnov_4	Dmon_Col	0.0155	0.1394	0.11119	95.01	93.88
FBtr0238099	Dnov_4	Dmon_Van	0.0155	0.1394	0.11119	95.69	94.03
FBtr0238099	Dnov_4	Dmon_Oul	0.0155	0.1394	0.11119	96.15	94.10
FBtr0238099	Dmon_Col	Dmon_Van	0.0000	0.0000	0.00100	99.09	99.02
FBtr0238099	Dmon_Col	Dmon_Oul	0.0000	0.0000	0.20591	98.87	98.49
FBtr0238099	Dmon_Van	Dmon_Oul	0.0000	0.0000	0.11835	99.32	99.09
