TRANSCRIPT	SEQ1	SEQ2	Ka	Ks	Ka/Ks	PROT_PERCENTID	CDNA_PERCENTID
FBtr0226996	Dvir_S9	Dvir_87	0.0024	0.0161	0.14784	99.52	99.36
FBtr0226996	Dvir_S9	Dlum_LM8	0.0025	0.0259	0.09509	98.32	98.24
FBtr0226996	Dvir_S9	Damr_ML95	0.0089	0.0401	0.22230	98.08	98.16
FBtr0226996	Dvir_S9	Dnov_4	0.0101	0.0683	0.14737	97.84	97.52
FBtr0226996	Dvir_S9	Damr_w11	0.0075	0.0457	0.16417	98.32	98.08
FBtr0226996	Dvir_S9	Damr_H5	0.0075	0.0457	0.16417	98.32	97.92
FBtr0226996	Dvir_S9	Dmon_Oul	0.0111	0.1564	0.07112	95.92	93.84
FBtr0226996	Dvir_S9	Dmon_Van	0.0112	0.1500	0.07452	96.64	94.00
FBtr0226996	Dvir_S9	Dmon_Col	0.0111	0.1564	0.07112	96.40	94.08
FBtr0226996	Dvir_87	Dlum_LM8	0.0000	0.0198	0.00100	98.80	98.56
FBtr0226996	Dvir_87	Damr_ML95	0.0063	0.0333	0.18952	98.56	98.32
FBtr0226996	Dvir_87	Dnov_4	0.0075	0.0616	0.12155	98.32	97.68
FBtr0226996	Dvir_87	Damr_w11	0.0049	0.0392	0.12594	98.80	98.24
FBtr0226996	Dvir_87	Damr_H5	0.0049	0.0392	0.12594	98.80	98.08
FBtr0226996	Dvir_87	Dmon_Oul	0.0086	0.1493	0.05756	96.40	94.08
FBtr0226996	Dvir_87	Dmon_Van	0.0086	0.1428	0.06048	97.12	94.16
FBtr0226996	Dvir_87	Dmon_Col	0.0086	0.1493	0.05756	96.88	94.24
FBtr0226996	Dlum_LM8	Damr_ML95	0.0066	0.0271	0.24291	97.36	97.76
FBtr0226996	Dlum_LM8	Dnov_4	0.0077	0.0546	0.14030	97.12	97.12
FBtr0226996	Dlum_LM8	Damr_w11	0.0051	0.0324	0.15791	97.60	97.68
FBtr0226996	Dlum_LM8	Damr_H5	0.0051	0.0324	0.15791	97.60	97.52
FBtr0226996	Dlum_LM8	Dmon_Oul	0.0087	0.1407	0.06170	95.20	93.53
FBtr0226996	Dlum_LM8	Dmon_Van	0.0087	0.1343	0.06496	95.92	93.61
FBtr0226996	Dlum_LM8	Dmon_Col	0.0087	0.1407	0.06170	95.68	93.69
FBtr0226996	Damr_ML95	Dnov_4	0.0037	0.0255	0.14612	99.28	99.20
FBtr0226996	Damr_ML95	Damr_w11	0.0012	0.0040	0.30100	99.76	99.76
FBtr0226996	Damr_ML95	Damr_H5	0.0012	0.0040	0.30099	99.76	99.60
FBtr0226996	Damr_ML95	Dmon_Oul	0.0100	0.1430	0.06996	96.16	94.32
FBtr0226996	Damr_ML95	Dmon_Van	0.0101	0.1367	0.07358	96.88	94.40
FBtr0226996	Damr_ML95	Dmon_Col	0.0100	0.1430	0.06996	96.64	94.56
FBtr0226996	Dnov_4	Damr_w11	0.0025	0.0212	0.11872	99.52	99.28
FBtr0226996	Dnov_4	Damr_H5	0.0025	0.0212	0.11872	99.52	99.12
FBtr0226996	Dnov_4	Dmon_Oul	0.0112	0.1717	0.06536	95.92	93.76
FBtr0226996	Dnov_4	Dmon_Van	0.0113	0.1652	0.06828	96.64	93.84
FBtr0226996	Dnov_4	Dmon_Col	0.0112	0.1717	0.06536	96.40	94.00
FBtr0226996	Damr_w11	Damr_H5	0.0000	0.0000	0.12921	100.00	99.76
FBtr0226996	Damr_w11	Dmon_Oul	0.0087	0.1494	0.05818	96.40	94.40
FBtr0226996	Damr_w11	Dmon_Van	0.0087	0.1430	0.06110	97.12	94.48
FBtr0226996	Damr_w11	Dmon_Col	0.0087	0.1494	0.05818	96.88	94.64
FBtr0226996	Damr_H5	Dmon_Oul	0.0087	0.1494	0.05818	96.40	94.16
FBtr0226996	Damr_H5	Dmon_Van	0.0087	0.1430	0.06110	97.12	94.24
FBtr0226996	Damr_H5	Dmon_Col	0.0087	0.1494	0.05818	96.88	94.40
FBtr0226996	Dmon_Oul	Dmon_Van	0.0000	0.0050	0.00100	98.08	98.16
FBtr0226996	Dmon_Oul	Dmon_Col	0.0000	0.0000	0.00100	97.36	97.92
FBtr0226996	Dmon_Van	Dmon_Col	0.0000	0.0049	0.00100	98.32	98.32
