TRANSCRIPT	SEQ1	SEQ2	Ka	Ks	Ka/Ks	PROT_PERCENTID	CDNA_PERCENTID
FBtr0240418	Damr_H5	Damr_w11	0.0000	0.0091	0.00100	100.00	99.74
FBtr0240418	Damr_H5	Damr_ML95	0.0000	0.0136	0.00100	99.61	99.61
FBtr0240418	Damr_H5	Dnov_4	0.0035	0.0591	0.05864	98.84	98.45
FBtr0240418	Damr_H5	Dlum_LM8	0.0088	0.0375	0.23457	97.29	97.55
FBtr0240418	Damr_H5	Dvir_S9	0.0161	0.1250	0.12857	95.74	95.74
FBtr0240418	Damr_H5	Dvir_87	0.0125	0.1464	0.08504	96.51	95.74
FBtr0240418	Damr_H5	Dmon_Oul	0.0491	0.2016	0.24340	90.70	92.12
FBtr0240418	Damr_H5	Dmon_Van	0.0491	0.2016	0.24340	90.31	91.86
FBtr0240418	Damr_H5	Dmon_Col	0.0491	0.2016	0.24340	91.09	92.12
FBtr0240418	Damr_w11	Damr_ML95	0.0000	0.0125	0.00100	99.61	99.61
FBtr0240418	Damr_w11	Dnov_4	0.0035	0.0592	0.05845	98.84	98.45
FBtr0240418	Damr_w11	Dlum_LM8	0.0088	0.0375	0.23387	97.29	97.55
FBtr0240418	Damr_w11	Dvir_S9	0.0160	0.1198	0.13364	95.74	95.87
FBtr0240418	Damr_w11	Dvir_87	0.0124	0.1414	0.08773	96.51	95.87
FBtr0240418	Damr_w11	Dmon_Oul	0.0491	0.2021	0.24277	90.70	92.12
FBtr0240418	Damr_w11	Dmon_Van	0.0491	0.2021	0.24277	90.31	91.86
FBtr0240418	Damr_w11	Dmon_Col	0.0491	0.2021	0.24277	91.09	92.12
FBtr0240418	Damr_ML95	Dnov_4	0.0035	0.0449	0.07735	99.22	98.84
FBtr0240418	Damr_ML95	Dlum_LM8	0.0085	0.0345	0.24733	97.67	97.80
FBtr0240418	Damr_ML95	Dvir_S9	0.0159	0.1286	0.12388	96.12	95.87
FBtr0240418	Damr_ML95	Dvir_87	0.0124	0.1504	0.08210	96.90	95.87
FBtr0240418	Damr_ML95	Dmon_Oul	0.0488	0.2045	0.23880	91.09	92.25
FBtr0240418	Damr_ML95	Dmon_Van	0.0488	0.2045	0.23880	90.70	91.99
FBtr0240418	Damr_ML95	Dmon_Col	0.0488	0.2045	0.23880	91.47	92.25
FBtr0240418	Dnov_4	Dlum_LM8	0.0071	0.0362	0.19573	98.06	97.80
FBtr0240418	Dnov_4	Dvir_S9	0.0144	0.1294	0.11104	96.51	95.87
FBtr0240418	Dnov_4	Dvir_87	0.0124	0.1558	0.07961	96.90	95.74
FBtr0240418	Dnov_4	Dmon_Oul	0.0462	0.2116	0.21830	91.47	92.25
FBtr0240418	Dnov_4	Dmon_Van	0.0462	0.2116	0.21830	91.09	91.99
FBtr0240418	Dnov_4	Dmon_Col	0.0462	0.2116	0.21830	91.86	92.25
FBtr0240418	Dlum_LM8	Dvir_S9	0.0123	0.0974	0.12626	96.90	95.99
FBtr0240418	Dlum_LM8	Dvir_87	0.0122	0.1209	0.10101	96.90	95.74
FBtr0240418	Dlum_LM8	Dmon_Oul	0.0457	0.1765	0.25921	91.09	92.25
FBtr0240418	Dlum_LM8	Dmon_Van	0.0457	0.1765	0.25921	90.70	91.99
FBtr0240418	Dlum_LM8	Dmon_Col	0.0457	0.1765	0.25921	91.47	92.25
FBtr0240418	Dvir_S9	Dvir_87	0.0036	0.0173	0.20565	99.22	99.22
FBtr0240418	Dvir_S9	Dmon_Oul	0.0479	0.2230	0.21488	90.70	91.47
FBtr0240418	Dvir_S9	Dmon_Van	0.0479	0.2230	0.21488	90.31	91.21
FBtr0240418	Dvir_S9	Dmon_Col	0.0479	0.2230	0.21488	91.09	91.47
FBtr0240418	Dvir_87	Dmon_Oul	0.0476	0.2478	0.19221	91.09	91.21
FBtr0240418	Dvir_87	Dmon_Van	0.0476	0.2478	0.19221	90.70	90.96
FBtr0240418	Dvir_87	Dmon_Col	0.0476	0.2478	0.19221	91.47	91.21
FBtr0240418	Dmon_Oul	Dmon_Van	0.0000	0.0000	0.00813	99.22	99.61
FBtr0240418	Dmon_Oul	Dmon_Col	0.0000	0.0000	0.20055	99.61	99.74
FBtr0240418	Dmon_Van	Dmon_Col	0.0000	0.0000	0.12401	99.22	99.74
