TRANSCRIPT	SEQ1	SEQ2	Ka	Ks	Ka/Ks	PROT_PERCENTID	CDNA_PERCENTID
FBtr0236935	Damr_H5	Damr_ML95	0.0000	0.0000	0.00100	100.00	100.00
FBtr0236935	Damr_H5	Dnov_4	0.0000	0.0176	0.00100	100.00	99.59
FBtr0236935	Damr_H5	Dvir_S9	0.0056	0.0303	0.18471	97.52	97.31
FBtr0236935	Damr_H5	Dvir_87	0.0028	0.0152	0.18371	98.14	97.52
FBtr0236935	Damr_H5	Dlum_LM8	0.0028	0.0152	0.18371	97.52	96.69
FBtr0236935	Damr_H5	Damr_w11	0.0058	0.0001	99.00000	98.76	98.96
FBtr0236935	Damr_H5	Dmon_Col	0.0169	0.1884	0.08944	96.27	95.86
FBtr0236935	Damr_H5	Dmon_Oul	0.0169	0.1884	0.08944	96.27	95.45
FBtr0236935	Damr_H5	Dmon_Van	0.0169	0.1884	0.08944	96.27	95.86
FBtr0236935	Damr_ML95	Dnov_4	0.0000	0.0176	0.00100	100.00	99.59
FBtr0236935	Damr_ML95	Dvir_S9	0.0056	0.0303	0.18471	97.52	97.31
FBtr0236935	Damr_ML95	Dvir_87	0.0028	0.0152	0.18372	98.14	97.52
FBtr0236935	Damr_ML95	Dlum_LM8	0.0028	0.0152	0.18371	97.52	96.69
FBtr0236935	Damr_ML95	Damr_w11	0.0058	0.0001	99.00000	98.76	98.96
FBtr0236935	Damr_ML95	Dmon_Col	0.0169	0.1884	0.08944	96.27	95.86
FBtr0236935	Damr_ML95	Dmon_Oul	0.0169	0.1884	0.08944	96.27	95.45
FBtr0236935	Damr_ML95	Dmon_Van	0.0169	0.1884	0.08944	96.27	95.86
FBtr0236935	Dnov_4	Dvir_S9	0.0058	0.0528	0.10944	97.52	96.89
FBtr0236935	Dnov_4	Dvir_87	0.0029	0.0368	0.07956	98.14	97.10
FBtr0236935	Dnov_4	Dlum_LM8	0.0029	0.0368	0.07956	97.52	96.27
FBtr0236935	Dnov_4	Damr_w11	0.0060	0.0223	0.26797	98.76	98.55
FBtr0236935	Dnov_4	Dmon_Col	0.0169	0.1869	0.09028	96.27	95.86
FBtr0236935	Dnov_4	Dmon_Oul	0.0169	0.1869	0.09028	96.27	95.45
FBtr0236935	Dnov_4	Dmon_Van	0.0169	0.1869	0.09028	96.27	95.86
FBtr0236935	Dvir_S9	Dvir_87	0.0028	0.0151	0.18516	99.38	99.38
FBtr0236935	Dvir_S9	Dlum_LM8	0.0028	0.0151	0.18516	97.52	96.89
FBtr0236935	Dvir_S9	Damr_w11	0.0054	0.0396	0.13606	97.52	96.89
FBtr0236935	Dvir_S9	Dmon_Col	0.0169	0.1869	0.09031	95.03	94.41
FBtr0236935	Dvir_S9	Dmon_Oul	0.0169	0.1869	0.09031	95.03	94.00
FBtr0236935	Dvir_S9	Dmon_Van	0.0169	0.1869	0.09031	95.03	94.41
FBtr0236935	Dvir_87	Dlum_LM8	0.0000	0.0000	0.26640	98.14	97.31
FBtr0236935	Dvir_87	Damr_w11	0.0027	0.0198	0.13521	98.14	97.10
FBtr0236935	Dvir_87	Dmon_Col	0.0140	0.1719	0.08132	95.65	94.62
FBtr0236935	Dvir_87	Dmon_Oul	0.0140	0.1719	0.08132	95.65	94.20
FBtr0236935	Dvir_87	Dmon_Van	0.0140	0.1719	0.08132	95.65	94.62
FBtr0236935	Dlum_LM8	Damr_w11	0.0027	0.0198	0.13521	97.52	96.27
FBtr0236935	Dlum_LM8	Dmon_Col	0.0140	0.1719	0.08132	95.03	94.00
FBtr0236935	Dlum_LM8	Dmon_Oul	0.0140	0.1719	0.08132	95.03	93.58
FBtr0236935	Dlum_LM8	Dmon_Van	0.0140	0.1719	0.08132	95.03	94.00
FBtr0236935	Damr_w11	Dmon_Col	0.0138	0.2082	0.06625	96.89	95.65
FBtr0236935	Damr_w11	Dmon_Oul	0.0138	0.2082	0.06625	96.89	95.24
FBtr0236935	Damr_w11	Dmon_Van	0.0138	0.2082	0.06625	96.89	95.65
FBtr0236935	Dmon_Col	Dmon_Oul	0.0000	0.0000	0.00100	100.00	99.59
FBtr0236935	Dmon_Col	Dmon_Van	0.0000	0.0000	0.03840	100.00	99.79
FBtr0236935	Dmon_Oul	Dmon_Van	0.0000	0.0000	0.05400	100.00	99.38
