TRANSCRIPT	SEQ1	SEQ2	Ka	Ks	Ka/Ks	PROT_PERCENTID	CDNA_PERCENTID
FBtr0234645	Damr_w11	Dnov_4	0.0000	0.0075	0.00100	100.00	99.49
FBtr0234645	Damr_w11	Damr_H5	0.0000	0.0075	0.00100	100.00	99.49
FBtr0234645	Damr_w11	Damr_ML95	0.0148	0.0782	0.18923	96.95	96.69
FBtr0234645	Damr_w11	Dlum_LM8	0.0185	0.0483	0.38221	96.18	97.20
FBtr0234645	Damr_w11	Dvir_S9	0.0322	0.1003	0.32155	93.89	95.17
FBtr0234645	Damr_w11	Dvir_87	0.0357	0.1022	0.34906	93.13	94.91
FBtr0234645	Damr_w11	Dmon_Col	0.0507	0.1659	0.30560	91.60	92.62
FBtr0234645	Damr_w11	Dmon_Van	0.0507	0.1659	0.30560	91.60	92.37
FBtr0234645	Damr_w11	Dmon_Oul	0.0471	0.1645	0.28614	90.84	92.88
FBtr0234645	Dnov_4	Damr_H5	0.0000	0.0000	0.03811	100.00	100.00
FBtr0234645	Dnov_4	Damr_ML95	0.0147	0.0691	0.21254	96.95	97.20
FBtr0234645	Dnov_4	Dlum_LM8	0.0183	0.0393	0.46588	96.18	97.71
FBtr0234645	Dnov_4	Dvir_S9	0.0322	0.1005	0.32073	93.89	95.42
FBtr0234645	Dnov_4	Dvir_87	0.0357	0.1024	0.34816	93.13	95.17
FBtr0234645	Dnov_4	Dmon_Col	0.0505	0.1548	0.32616	91.60	93.13
FBtr0234645	Dnov_4	Dmon_Van	0.0505	0.1548	0.32616	91.60	92.88
FBtr0234645	Dnov_4	Dmon_Oul	0.0469	0.1535	0.30534	90.84	93.38
FBtr0234645	Damr_H5	Damr_ML95	0.0147	0.0691	0.21254	96.95	97.20
FBtr0234645	Damr_H5	Dlum_LM8	0.0183	0.0393	0.46588	96.18	97.71
FBtr0234645	Damr_H5	Dvir_S9	0.0322	0.1005	0.32073	93.89	95.42
FBtr0234645	Damr_H5	Dvir_87	0.0357	0.1024	0.34816	93.13	95.17
FBtr0234645	Damr_H5	Dmon_Col	0.0505	0.1548	0.32616	91.60	93.13
FBtr0234645	Damr_H5	Dmon_Van	0.0505	0.1548	0.32616	91.60	92.88
FBtr0234645	Damr_H5	Dmon_Oul	0.0469	0.1535	0.30534	90.84	93.38
FBtr0234645	Damr_ML95	Dlum_LM8	0.0271	0.0831	0.32621	95.42	95.93
FBtr0234645	Damr_ML95	Dvir_S9	0.0400	0.0867	0.46098	93.13	95.17
FBtr0234645	Damr_ML95	Dvir_87	0.0434	0.0883	0.49146	92.37	94.91
FBtr0234645	Damr_ML95	Dmon_Col	0.0506	0.1657	0.30553	90.08	92.88
FBtr0234645	Damr_ML95	Dmon_Van	0.0506	0.1657	0.30553	90.08	92.62
FBtr0234645	Damr_ML95	Dmon_Oul	0.0511	0.1618	0.31602	90.08	92.88
FBtr0234645	Dlum_LM8	Dvir_S9	0.0222	0.0905	0.24483	95.42	96.18
FBtr0234645	Dlum_LM8	Dvir_87	0.0257	0.0927	0.27715	94.66	95.93
FBtr0234645	Dlum_LM8	Dmon_Col	0.0486	0.1392	0.34951	90.84	93.38
FBtr0234645	Dlum_LM8	Dmon_Van	0.0486	0.1392	0.34951	90.84	93.13
FBtr0234645	Dlum_LM8	Dmon_Oul	0.0449	0.1377	0.32614	91.60	93.64
FBtr0234645	Dvir_S9	Dvir_87	0.0033	0.0000	99.00000	99.24	99.75
FBtr0234645	Dvir_S9	Dmon_Col	0.0413	0.1242	0.33229	91.60	94.15
FBtr0234645	Dvir_S9	Dmon_Van	0.0413	0.1242	0.33229	91.60	93.89
FBtr0234645	Dvir_S9	Dmon_Oul	0.0376	0.1227	0.30618	92.37	94.40
FBtr0234645	Dvir_87	Dmon_Col	0.0448	0.1263	0.35468	90.84	93.89
FBtr0234645	Dvir_87	Dmon_Van	0.0448	0.1263	0.35468	90.84	93.64
FBtr0234645	Dvir_87	Dmon_Oul	0.0411	0.1248	0.32924	91.60	94.15
FBtr0234645	Dmon_Col	Dmon_Van	0.0000	0.0000	0.21213	100.00	99.75
FBtr0234645	Dmon_Col	Dmon_Oul	0.0033	0.0000	99.00000	99.24	99.75
FBtr0234645	Dmon_Van	Dmon_Oul	0.0033	0.0000	99.00000	99.24	99.49
