TRANSCRIPT	SEQ1	SEQ2	Ka	Ks	Ka/Ks	PROT_PERCENTID	CDNA_PERCENTID
FBtr0444189	Damr_H5	Damr_w11	0.0007	0.0096	0.07684	99.70	99.35
FBtr0444189	Damr_H5	Dnov_4	0.0036	0.0079	0.44967	99.10	99.35
FBtr0444189	Damr_H5	Dvir_S9	0.0008	0.0062	0.12571	97.60	97.25
FBtr0444189	Damr_H5	Dvir_87	0.0008	0.0062	0.12571	97.30	96.90
FBtr0444189	Damr_H5	Dlum_LM8	0.0008	0.0062	0.12571	97.15	96.50
FBtr0444189	Damr_w11	Dnov_4	0.0028	0.0088	0.31724	99.10	99.10
FBtr0444189	Damr_w11	Dvir_S9	0.0000	0.0071	0.00100	97.60	96.95
FBtr0444189	Damr_w11	Dvir_87	0.0000	0.0071	0.00100	97.30	96.60
FBtr0444189	Damr_w11	Dlum_LM8	0.0000	0.0071	0.00100	97.15	96.20
FBtr0444189	Dnov_4	Dvir_S9	0.0028	0.0055	0.51851	97.00	97.10
FBtr0444189	Dnov_4	Dvir_87	0.0028	0.0055	0.51850	96.70	96.75
FBtr0444189	Dnov_4	Dlum_LM8	0.0028	0.0055	0.51850	96.70	96.40
FBtr0444189	Dvir_S9	Dvir_87	0.0000	0.0000	0.31396	99.70	99.65
FBtr0444189	Dvir_S9	Dlum_LM8	0.0000	0.0000	0.40669	97.30	96.85
FBtr0444189	Dvir_87	Dlum_LM8	0.0000	0.0000	0.18273	97.30	96.85
