TRANSCRIPT	SEQ1	SEQ2	Ka	Ks	Ka/Ks	PROT_PERCENTID	CDNA_PERCENTID
FBtr0240106	Dvir_S9	Dvir_87	0.0000	0.0041	0.00100	100.00	99.66
FBtr0240106	Dvir_S9	Dlum_LM8	0.0000	0.0041	0.00100	92.88	93.67
FBtr0240106	Dvir_S9	Damr_H5	0.0080	0.0322	0.24975	91.53	92.77
FBtr0240106	Dvir_S9	Damr_w11	0.0080	0.0322	0.24975	91.19	92.43
FBtr0240106	Dvir_S9	Damr_ML95	0.0081	0.0371	0.21863	91.53	92.77
FBtr0240106	Dvir_S9	Dnov_4	0.0061	0.0484	0.12530	91.86	92.77
FBtr0240106	Dvir_S9	Dmon_Oul	0.0915	0.1470	0.62272	77.97	86.67
FBtr0240106	Dvir_S9	Dmon_Van	0.0802	0.1479	0.54239	80.34	87.57
FBtr0240106	Dvir_S9	Dmon_Col	0.0705	0.1378	0.51118	84.07	89.27
FBtr0240106	Dvir_87	Dlum_LM8	0.0000	0.0000	0.00100	92.88	93.79
FBtr0240106	Dvir_87	Damr_H5	0.0080	0.0272	0.29326	91.53	92.66
FBtr0240106	Dvir_87	Damr_w11	0.0080	0.0272	0.29326	91.19	92.32
FBtr0240106	Dvir_87	Damr_ML95	0.0081	0.0321	0.25064	91.53	92.66
FBtr0240106	Dvir_87	Dnov_4	0.0060	0.0434	0.13863	91.86	92.66
FBtr0240106	Dvir_87	Dmon_Oul	0.0915	0.1398	0.65462	77.97	86.55
FBtr0240106	Dvir_87	Dmon_Van	0.0802	0.1408	0.56957	80.34	87.46
FBtr0240106	Dvir_87	Dmon_Col	0.0704	0.1309	0.53789	84.07	89.15
FBtr0240106	Dlum_LM8	Damr_H5	0.0080	0.0272	0.29326	90.51	92.09
FBtr0240106	Dlum_LM8	Damr_w11	0.0080	0.0272	0.29326	90.51	92.09
FBtr0240106	Dlum_LM8	Damr_ML95	0.0081	0.0321	0.25064	90.85	92.20
FBtr0240106	Dlum_LM8	Dnov_4	0.0060	0.0434	0.13863	91.19	92.20
FBtr0240106	Dlum_LM8	Dmon_Oul	0.0915	0.1398	0.65462	77.29	84.41
FBtr0240106	Dlum_LM8	Dmon_Van	0.0802	0.1408	0.56957	77.97	84.75
FBtr0240106	Dlum_LM8	Dmon_Col	0.0704	0.1309	0.53789	80.34	85.99
FBtr0240106	Damr_H5	Damr_w11	0.0000	0.0000	0.30367	99.66	99.44
FBtr0240106	Damr_H5	Damr_ML95	0.0000	0.0042	0.00100	99.32	99.55
FBtr0240106	Damr_H5	Dnov_4	0.0019	0.0196	0.09514	98.64	99.10
FBtr0240106	Damr_H5	Dmon_Oul	0.0977	0.1487	0.65689	78.64	87.01
FBtr0240106	Damr_H5	Dmon_Van	0.0863	0.1497	0.57662	79.66	87.23
FBtr0240106	Damr_H5	Dmon_Col	0.0765	0.1396	0.54803	81.36	88.25
FBtr0240106	Damr_w11	Damr_ML95	0.0000	0.0042	0.00100	99.66	99.44
FBtr0240106	Damr_w11	Dnov_4	0.0019	0.0196	0.09514	98.98	98.98
FBtr0240106	Damr_w11	Dmon_Oul	0.0977	0.1487	0.65689	78.98	86.78
FBtr0240106	Damr_w11	Dmon_Van	0.0863	0.1497	0.57662	79.32	86.89
FBtr0240106	Damr_w11	Dmon_Col	0.0765	0.1396	0.54803	81.02	87.91
FBtr0240106	Damr_ML95	Dnov_4	0.0019	0.0243	0.07860	99.32	99.32
FBtr0240106	Damr_ML95	Dmon_Oul	0.0978	0.1554	0.62931	78.98	87.01
FBtr0240106	Damr_ML95	Dmon_Van	0.0864	0.1564	0.55282	79.32	87.12
FBtr0240106	Damr_ML95	Dmon_Col	0.0766	0.1460	0.52474	81.02	88.14
FBtr0240106	Dnov_4	Dmon_Oul	0.0975	0.1569	0.62149	79.32	87.12
FBtr0240106	Dnov_4	Dmon_Van	0.0862	0.1578	0.54606	79.66	87.23
FBtr0240106	Dnov_4	Dmon_Col	0.0764	0.1473	0.51878	81.36	88.25
FBtr0240106	Dmon_Oul	Dmon_Van	0.0096	0.0001	99.00000	96.27	98.31
FBtr0240106	Dmon_Oul	Dmon_Col	0.0197	0.0067	2.95516	93.56	97.29
FBtr0240106	Dmon_Van	Dmon_Col	0.0094	0.0072	1.31222	95.93	98.08
