TRANSCRIPT	SEQ1	SEQ2	Ka	Ks	Ka/Ks	PROT_PERCENTID	CDNA_PERCENTID
FBtr0233558	Dmon_Col	Dmon_Van	0.0033	0.0139	0.23418	98.97	98.74
FBtr0233558	Dmon_Col	Damr_H5	0.0212	0.1827	0.11592	95.89	94.29
FBtr0233558	Dmon_Col	Damr_ML95	0.0210	0.1806	0.11641	95.89	94.41
FBtr0233558	Dmon_Col	Damr_w11	0.0211	0.1855	0.11358	95.89	94.29
FBtr0233558	Dmon_Col	Dlum_LM8	0.0194	0.1622	0.11958	95.89	94.86
FBtr0233558	Dmon_Col	Dnov_4	0.0177	0.1943	0.09115	96.23	94.41
FBtr0233558	Dmon_Col	Dvir_S9	0.0161	0.2135	0.07531	96.58	94.29
FBtr0233558	Dmon_Col	Dvir_87	0.0161	0.2135	0.07531	96.58	94.29
FBtr0233558	Dmon_Col	Dmon_Oul	0.0084	0.0131	0.63917	95.55	96.69
FBtr0233558	Dmon_Van	Damr_H5	0.0247	0.1839	0.13436	94.86	93.72
FBtr0233558	Dmon_Van	Damr_ML95	0.0245	0.1817	0.13501	94.86	93.84
FBtr0233558	Dmon_Van	Damr_w11	0.0246	0.1867	0.13169	94.86	93.72
FBtr0233558	Dmon_Van	Dlum_LM8	0.0229	0.1634	0.14014	94.86	94.29
FBtr0233558	Dmon_Van	Dnov_4	0.0212	0.1951	0.10854	95.21	93.84
FBtr0233558	Dmon_Van	Dvir_S9	0.0195	0.2140	0.09116	95.55	93.49
FBtr0233558	Dmon_Van	Dvir_87	0.0195	0.2140	0.09116	95.55	93.49
FBtr0233558	Dmon_Van	Dmon_Oul	0.0047	0.0104	0.45186	96.23	97.03
FBtr0233558	Damr_H5	Damr_ML95	0.0000	0.0105	0.00100	100.00	99.77
FBtr0233558	Damr_H5	Damr_w11	0.0000	0.0139	0.00100	100.00	99.66
FBtr0233558	Damr_H5	Dlum_LM8	0.0018	0.0306	0.05781	99.66	98.97
FBtr0233558	Damr_H5	Dnov_4	0.0032	0.0199	0.15984	99.32	99.32
FBtr0233558	Damr_H5	Dvir_S9	0.0088	0.0640	0.13820	98.29	97.49
FBtr0233558	Damr_H5	Dvir_87	0.0088	0.0640	0.13820	98.29	97.49
FBtr0233558	Damr_H5	Dmon_Oul	0.0196	0.1860	0.10540	93.49	92.24
FBtr0233558	Damr_ML95	Damr_w11	0.0000	0.0034	0.00100	100.00	99.89
FBtr0233558	Damr_ML95	Dlum_LM8	0.0017	0.0336	0.05054	99.66	98.97
FBtr0233558	Damr_ML95	Dnov_4	0.0033	0.0136	0.24157	99.32	99.43
FBtr0233558	Damr_ML95	Dvir_S9	0.0087	0.0663	0.13110	98.29	97.49
FBtr0233558	Damr_ML95	Dvir_87	0.0087	0.0663	0.13110	98.29	97.49
FBtr0233558	Damr_ML95	Dmon_Oul	0.0195	0.1841	0.10572	93.49	92.35
FBtr0233558	Damr_w11	Dlum_LM8	0.0017	0.0373	0.04584	99.66	98.86
FBtr0233558	Damr_w11	Dnov_4	0.0033	0.0175	0.19060	99.32	99.32
FBtr0233558	Damr_w11	Dvir_S9	0.0087	0.0704	0.12384	98.29	97.37
FBtr0233558	Damr_w11	Dvir_87	0.0087	0.0704	0.12384	98.29	97.37
FBtr0233558	Damr_w11	Dmon_Oul	0.0195	0.1890	0.10319	93.49	92.24
FBtr0233558	Dlum_LM8	Dnov_4	0.0017	0.0410	0.04197	99.66	98.74
FBtr0233558	Dlum_LM8	Dvir_S9	0.0071	0.0545	0.13103	98.63	97.83
FBtr0233558	Dlum_LM8	Dvir_87	0.0071	0.0545	0.13103	98.63	97.83
FBtr0233558	Dlum_LM8	Dmon_Oul	0.0178	0.1657	0.10766	93.49	92.81
FBtr0233558	Dnov_4	Dvir_S9	0.0087	0.0744	0.11740	98.29	97.26
FBtr0233558	Dnov_4	Dvir_87	0.0087	0.0744	0.11740	98.29	97.26
FBtr0233558	Dnov_4	Dmon_Oul	0.0196	0.1935	0.10108	93.15	92.12
FBtr0233558	Dvir_S9	Dvir_87	0.0000	0.0000	0.00100	100.00	100.00
FBtr0233558	Dvir_S9	Dmon_Oul	0.0145	0.2168	0.06692	94.18	92.12
FBtr0233558	Dvir_87	Dmon_Oul	0.0145	0.2168	0.06692	94.18	92.12
